"","SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ244","IND247"
"1491",63651,2,2,1,2,2,1,2,2,2,3,0.82,1,2,3
"1492",63652,1,2,2,1,2,1,2,2,1,99,NA,1,2,1
"1493",63653,1,2,2,2,2,2,2,2,2,3,0.44,1,2,1
"1494",63654,1,2,2,2,2,2,2,2,1,6,1.48,2,2,1
"1495",63655,1,2,2,2,2,2,2,1,1,12,5,3,NA,NA
"1496",63656,2,2,2,2,2,1,1,2,2,3,0.37,1,2,1
"1497",63657,1,1,2,2,2,2,2,2,2,11,4.09,3,NA,NA
"1498",63658,1,2,2,2,2,2,2,2,2,8,2.46,3,NA,NA
"1499",63659,2,2,1,2,1,2,2,1,2,10,5,3,NA,NA
"1500",63660,2,1,2,2,2,2,2,1,1,4,0.94,1,2,2
"1501",63661,2,2,2,2,2,2,1,2,2,2,0.38,1,2,1
"1502",63662,2,2,1,2,2,2,2,2,2,7,2.68,3,NA,NA
"1503",63663,1,1,2,2,2,2,2,2,2,3,0.64,1,2,1
"1504",63664,2,1,2,2,2,2,2,2,1,11,5,3,NA,NA
"1505",63665,1,2,1,2,2,2,2,1,2,11,3.1,3,NA,NA
"1506",63666,2,2,1,2,1,2,2,1,2,5,2.15,3,1,NA
"1507",63667,1,2,2,2,2,2,2,2,2,9,2.6,3,NA,NA
"1508",63668,1,2,2,2,2,2,2,2,2,4,0.69,1,2,1
"1509",63669,1,2,2,2,2,2,2,2,1,8,2,3,1,NA
"1510",63670,1,1,2,2,2,1,2,2,1,6,0.85,1,2,1
"1511",63671,1,2,2,2,2,2,2,2,2,7,1.93,3,NA,NA
"1512",63672,1,2,2,1,2,2,2,2,2,2,0.39,1,2,1
"1513",63673,1,2,2,2,2,2,2,2,2,5,0.69,1,2,1
"1514",63674,1,2,2,2,2,2,1,2,2,6,1.09,1,2,4
"1515",63675,1,1,2,2,2,2,2,2,2,12,5,3,NA,NA
"1516",63676,1,2,2,2,2,2,2,1,1,12,5,3,NA,NA
"1517",63677,1,2,2,2,2,2,2,1,2,4,1.03,1,1,NA
"1518",63678,2,2,2,2,2,2,1,2,2,99,NA,1,2,1
"1519",63679,1,1,2,2,2,2,2,1,2,12,4.59,3,NA,NA
"1520",63680,1,2,2,2,2,2,2,2,2,8,1.42,2,2,1
"1521",63681,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"1522",63682,1,2,2,2,2,2,2,2,2,9,2.55,3,NA,NA
"1523",63683,2,2,2,2,1,1,2,2,2,3,0.46,1,2,1
"1524",63684,1,2,2,2,2,2,2,2,2,7,2.86,3,NA,NA
"1525",63685,1,2,2,2,2,2,2,2,2,4,0.81,1,2,2
"1526",63686,1,1,1,2,2,2,2,2,2,9,2.6,3,NA,NA
"1527",63687,2,2,1,2,1,2,2,1,2,11,5,3,NA,NA
"1528",63688,1,2,2,2,2,2,1,2,2,6,1.09,1,2,4
"1529",63689,2,1,1,2,2,1,2,1,2,99,NA,3,NA,NA
"1530",63690,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"1531",63691,1,2,2,2,2,2,1,2,2,5,0.56,1,2,1
"1532",63692,1,2,2,2,2,2,2,2,1,99,NA,1,2,1
"1533",63693,1,2,2,2,2,2,2,2,2,7,1.38,2,2,1
"1534",63694,1,2,2,2,2,2,2,2,2,11,3.11,3,NA,NA
"1535",63695,1,2,2,2,2,2,2,2,2,77,NA,7,2,1
"1536",63696,1,2,2,2,2,1,2,2,2,4,0.67,1,2,1
"1537",63697,1,2,2,2,2,2,2,1,2,10,3.12,3,NA,NA
"1538",63698,2,2,1,2,2,1,2,2,2,3,0.95,1,2,1
"1539",63699,1,1,1,2,2,2,2,2,2,3,0.58,1,2,1
"1540",63700,1,2,2,2,2,1,2,2,2,11,2.47,3,NA,NA
"1541",63701,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"1542",63702,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"1543",63703,1,2,2,2,2,2,2,2,2,3,0.37,1,2,1
"1544",63704,1,2,1,2,1,2,2,1,2,99,NA,3,2,1
"1545",63705,2,1,2,2,2,2,2,2,2,3,0.37,1,2,1
"1546",63706,1,2,2,2,2,2,2,1,2,7,0.74,1,2,3
"1547",63707,1,2,2,2,2,2,2,2,2,8,4.83,3,NA,NA
"1548",63708,1,1,2,2,2,2,2,1,2,5,0.92,1,1,NA
"1549",63709,2,2,1,1,2,1,1,2,2,2,0.31,1,2,1
"1550",63710,1,2,2,2,2,2,2,2,1,12,4.44,3,NA,NA
"1551",63711,1,2,2,2,2,2,2,2,2,6,1.98,3,NA,NA
"1552",63712,1,2,2,2,2,2,2,2,1,6,1.23,1,2,1
"1553",63713,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"1554",63714,1,2,2,2,2,2,2,2,2,12,4.59,3,NA,NA
"1555",63715,1,2,2,2,2,1,2,1,2,3,0.65,1,1,NA
"1556",63716,1,2,2,2,2,2,2,2,2,4,0.73,1,2,1
"1557",63717,1,2,1,2,2,2,2,2,1,4,1.3,1,2,1
"1558",63718,2,2,2,1,2,2,2,2,2,3,0.86,1,2,1
"1559",63719,1,2,2,1,2,2,2,2,2,7,1.33,2,2,1
"1560",63720,1,2,2,2,2,2,1,2,2,2,0.47,1,2,1
"1561",63721,1,2,2,2,2,2,2,2,1,7,1.94,3,NA,NA
"1562",63722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563",63723,2,2,2,1,2,2,2,2,2,5,1.42,2,2,1
"1564",63724,1,2,2,2,2,2,2,2,2,3,0.53,1,2,1
"1565",63725,1,2,2,2,2,2,2,1,2,8,1.6,2,1,NA
"1566",63726,1,2,2,2,2,2,2,2,1,7,1.24,1,2,5
"1567",63727,1,2,2,2,2,2,2,2,1,11,2.47,3,NA,NA
"1568",63728,1,2,2,2,2,2,2,2,2,8,1.83,2,2,4
"1569",63729,1,2,2,2,2,2,2,1,1,11,3.11,3,NA,NA
"1570",63730,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"1571",63731,1,2,2,2,2,2,2,2,2,77,NA,1,2,1
"1572",63732,1,2,2,1,2,2,2,2,2,5,0.49,1,2,2
"1573",63733,1,2,2,2,2,2,2,2,1,99,NA,3,NA,NA
"1574",63734,1,2,2,2,2,2,2,2,2,3,0.94,1,2,1
"1575",63735,2,2,2,2,2,2,2,2,2,3,1.1,1,2,1
"1576",63736,1,2,2,2,2,2,2,2,2,5,1.3,1,2,1
"1577",63737,1,2,2,2,2,2,2,2,2,7,1.16,1,1,NA
"1578",63738,1,2,1,2,2,1,2,2,1,4,0.69,1,2,1
"1579",63739,2,2,1,2,2,2,2,2,2,3,0.38,1,2,1
"1580",63740,2,2,2,2,2,1,2,2,1,2,0.33,1,2,1
"1581",63741,2,2,1,2,1,2,2,2,2,3,1.29,1,2,1
"1582",63742,1,1,2,2,2,1,2,2,2,11,4.21,3,NA,NA
"1583",63743,1,2,2,1,2,2,2,2,2,7,2.07,3,NA,NA
"1584",63744,1,2,2,2,2,2,2,1,1,12,5,3,NA,NA
"1585",63745,1,2,2,2,2,2,2,2,2,3,0.55,1,2,1
"1586",63746,1,2,2,2,2,2,2,2,2,3,0.99,1,2,1
"1587",63747,1,2,2,2,2,2,2,2,2,3,0.75,1,2,99
"1588",63748,1,2,2,2,2,2,2,2,2,8,1.55,2,NA,NA
"1589",63749,1,2,2,2,2,2,2,2,2,7,1.88,3,NA,NA
"1590",63750,1,2,2,2,2,2,2,2,2,2,0.54,1,2,1
"1591",63751,7,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
"1592",63752,2,2,2,1,2,1,2,2,1,3,1.18,1,2,1
"1593",63753,1,2,2,2,2,2,2,2,2,5,1.26,1,2,1
"1594",63754,1,2,2,2,2,2,2,2,2,11,4.47,3,NA,NA
"1595",63755,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"1596",63756,1,2,2,2,1,2,2,2,2,3,0.28,1,2,1
"1597",63757,1,1,2,2,2,2,2,2,2,4,0.45,1,2,6
"1598",63758,1,2,2,2,2,2,2,2,2,3,1.1,1,NA,NA
"1599",63759,1,2,2,2,2,2,2,1,2,11,4.53,3,NA,NA
"1600",63760,1,2,1,2,1,2,2,2,2,99,NA,3,1,NA
"1601",63761,1,2,2,2,2,2,2,2,2,7,2.38,3,NA,NA
"1602",63762,1,1,2,2,2,2,2,1,1,5,1.13,1,2,1
"1603",63763,1,2,2,2,2,2,2,2,2,5,0.97,1,1,NA
"1604",63764,1,1,2,2,2,2,2,2,2,77,NA,7,2,3
"1605",63765,1,2,1,1,2,2,2,2,2,10,3.56,3,NA,NA
"1606",63766,1,2,2,2,2,2,2,1,2,11,5,3,NA,NA
"1607",63767,2,2,1,1,2,2,1,2,2,3,0.99,1,2,1
"1608",63768,9,2,1,2,2,2,2,2,2,99,NA,1,2,1
"1609",63769,1,2,2,2,2,2,2,2,2,11,2.95,3,NA,NA
"1610",63770,1,2,1,2,1,2,2,2,2,7,2.38,3,2,2
"1611",63771,1,2,2,1,2,2,2,1,2,7,2.46,3,NA,NA
"1612",63772,2,1,2,2,2,2,2,1,2,1,0,1,NA,NA
"1613",63773,1,1,2,2,2,2,2,2,2,11,5,3,NA,NA
"1614",63774,1,2,2,1,2,2,1,2,1,7,1.77,2,2,1
"1615",63775,1,2,2,2,2,2,2,2,2,8,1.78,2,NA,NA
"1616",63776,1,2,2,2,2,2,2,2,2,4,0.49,1,2,1
"1617",63777,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
"1618",63778,2,2,2,2,2,2,1,2,2,3,0.7,1,2,1
"1619",63779,1,2,2,2,2,2,1,2,2,3,0.39,1,2,1
"1620",63780,1,2,2,2,2,2,2,1,2,8,1.6,2,1,NA
"1621",63781,1,1,1,2,2,2,2,2,2,8,4.3,3,NA,NA
"1622",63782,2,2,2,2,2,1,2,2,1,2,0.31,1,2,1
"1623",63783,1,2,2,2,2,2,2,2,1,8,1.82,2,NA,NA
"1624",63784,1,2,2,2,2,2,2,1,2,8,2.04,3,NA,NA
"1625",63785,1,1,1,2,2,2,2,2,2,7,1.38,2,2,2
"1626",63786,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"1627",63787,1,1,2,2,2,2,2,2,2,5,0.81,1,2,1
"1628",63788,1,1,2,2,2,2,2,2,1,3,1.21,1,2,1
"1629",63789,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"1630",63790,1,2,2,2,2,2,2,2,1,3,0.44,1,2,4
"1631",63791,2,2,1,9,2,2,2,2,2,2,0.21,1,2,1
"1632",63792,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"1633",63793,2,2,2,2,2,2,2,2,1,4,1.06,1,2,3
"1634",63794,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"1635",63795,1,2,1,1,1,2,2,2,2,7,3.97,3,NA,NA
"1636",63796,1,2,2,2,2,2,2,1,1,8,4.41,3,NA,NA
"1637",63797,1,2,2,2,2,2,2,1,1,11,3.11,3,NA,NA
"1638",63798,1,2,2,2,2,2,2,2,2,8,2.08,3,2,1
"1639",63799,1,2,2,1,2,2,2,2,2,6,1.34,2,2,1
"1640",63800,2,2,2,2,2,2,1,2,1,1,0.19,1,2,1
"1641",63801,1,2,1,2,2,2,2,2,1,6,2.31,3,NA,NA
"1642",63802,1,2,2,2,2,2,2,2,2,6,2.75,3,NA,NA
"1643",63803,1,2,2,2,2,2,2,2,2,7,1.61,2,2,1
"1644",63804,1,2,2,2,1,2,2,2,2,10,3.52,3,NA,NA
"1645",63805,1,2,2,2,2,2,2,1,2,8,2.08,3,1,NA
"1646",63806,2,2,1,2,1,2,2,1,2,77,NA,2,7,NA
"1647",63807,2,2,1,2,2,2,2,2,1,3,0.98,1,2,1
"1648",63808,1,2,2,2,2,2,2,2,1,8,1.52,2,2,1
"1649",63809,1,1,2,2,2,2,2,2,2,9,2.04,3,NA,NA
"1650",63810,1,2,2,2,2,2,2,2,2,3,0.65,1,2,1
"1651",63811,1,2,2,2,2,2,2,2,2,8,1.98,3,2,5
"1652",63812,1,2,1,2,2,1,2,2,2,2,0.57,1,2,1
"1653",63813,1,2,2,2,2,2,2,2,2,4,1.43,2,2,1
"1654",63814,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
"1655",63815,1,2,1,2,2,2,2,2,2,4,0.97,1,2,1
"1656",63816,1,2,2,2,2,2,2,2,2,5,0.92,1,2,1
"1657",63817,1,2,2,2,2,2,2,2,1,11,5,3,NA,NA
"1658",63818,1,2,2,2,2,2,2,2,1,5,1.3,1,2,1
"1659",63819,1,2,2,2,2,2,2,2,2,10,3.12,3,NA,NA
"1660",63820,1,2,1,1,2,2,2,2,2,3,0.59,1,2,1
"1661",63821,2,2,1,1,2,1,2,2,2,6,0.98,1,2,1
"1662",63822,1,2,2,2,2,1,2,2,2,11,2.47,3,NA,NA
"1663",63823,1,1,2,2,2,2,2,2,1,1,0,1,1,NA
"1664",63824,1,2,2,2,2,2,2,2,2,8,1.42,2,1,NA
"1665",63825,1,2,2,2,2,2,2,2,2,11,5,3,NA,NA
"1666",63826,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"1667",63827,1,2,2,2,2,2,2,2,2,4,1.14,1,2,1
"1668",63828,1,2,1,2,1,2,2,1,2,8,3.43,3,NA,NA
"1669",63829,1,1,2,2,2,2,2,1,2,8,2.15,3,NA,NA
"1670",63830,1,2,2,2,2,2,2,2,2,4,1.01,1,NA,NA
"1671",63831,1,2,2,2,2,1,2,2,2,99,NA,1,2,1
"1672",63832,1,2,2,2,2,2,2,2,2,8,2.34,3,NA,NA
"1673",63833,1,2,1,2,2,2,2,1,1,99,NA,1,2,1
"1674",63834,1,2,2,2,2,2,2,2,2,9,2.22,3,NA,NA
"1675",63835,1,2,1,2,2,2,2,2,2,10,2.75,3,NA,NA
"1676",63836,2,2,1,2,2,2,2,2,2,4,0.69,1,2,1
"1677",63837,2,2,1,2,1,2,2,1,2,8,4.41,3,NA,NA
"1678",63838,2,2,1,2,1,2,2,2,2,3,1.07,1,1,NA
"1679",63839,1,2,1,2,1,2,2,2,2,8,1.97,3,NA,NA
"1680",63840,1,1,2,2,2,2,2,1,2,9,2.6,3,NA,NA
"1681",63841,1,1,2,2,2,2,2,2,2,10,4.49,3,NA,NA
"1682",63842,1,2,2,2,2,2,2,1,2,9,3.14,3,NA,NA
"1683",63843,1,1,2,2,2,2,2,2,2,99,NA,9,2,1
"1684",63844,1,1,1,2,2,2,2,2,2,3,0.82,1,2,1
"1685",63845,1,2,2,2,2,2,2,1,2,3,1.07,1,2,1
"1686",63846,1,2,2,2,2,2,2,1,1,6,1.3,1,2,1
"1687",63847,1,1,2,2,2,2,2,2,1,4,1.61,2,NA,NA
"1688",63848,1,1,2,2,2,2,2,2,2,12,4.89,3,NA,NA
"1689",63849,1,2,2,2,2,2,2,1,2,10,2.67,3,NA,NA
"1690",63850,1,2,2,2,2,2,2,1,2,10,4.89,3,NA,NA
"1691",63851,1,2,1,2,2,2,2,2,1,2,0.5,1,2,1
"1692",63852,1,1,2,2,2,2,2,2,2,12,5,3,NA,NA
"1693",63853,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"1694",63854,1,2,2,2,2,2,2,2,2,7,1.36,2,2,1
"1695",63855,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"1696",63856,2,2,2,2,2,2,2,2,1,2,0.43,1,2,1
"1697",63857,1,2,1,2,2,1,1,2,2,4,0.67,1,2,1
"1698",63858,1,1,2,2,2,2,2,2,2,7,1.01,1,2,1
"1699",63859,2,2,2,2,2,2,1,2,1,2,0.22,1,2,1
"1700",63860,1,2,2,2,2,2,2,1,2,7,1.89,3,NA,NA
"1701",63861,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
"1702",63862,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA
"1703",63863,1,2,2,2,2,2,1,2,2,2,0.24,1,2,1
"1704",63864,1,2,2,2,2,2,2,2,2,3,0.46,1,2,1
"1705",63865,1,2,2,2,2,2,2,2,1,6,1.18,1,2,1
"1706",63866,2,2,2,2,2,2,2,2,2,2,0.18,1,2,1
"1707",63867,1,2,2,2,2,2,2,2,1,3,0.75,1,2,1
"1708",63868,1,2,1,2,2,2,2,2,2,9,5,3,NA,NA
"1709",63869,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
"1710",63870,2,2,2,2,2,2,1,2,1,1,0.11,1,2,1
"1711",63871,1,2,1,2,1,2,2,2,2,7,2.27,3,NA,NA
"1712",63872,1,2,2,2,2,2,2,2,2,6,1,1,2,77
"1713",63873,2,2,1,2,2,2,2,2,2,3,1.28,1,2,1
"1714",63874,1,2,2,2,2,2,2,2,2,8,1.72,2,2,1
"1715",63875,2,2,1,1,2,2,2,1,2,3,1.24,1,2,2
"1716",63876,1,2,2,2,2,2,2,2,1,3,0.5,1,2,1
"1717",63877,1,2,2,2,2,2,2,2,1,1,0.22,1,2,1
"1718",63878,1,2,1,1,2,2,2,2,2,5,1.26,1,2,1
"1719",63879,2,2,1,2,2,2,2,1,2,7,3.31,3,NA,NA
"1720",63880,2,2,1,2,1,2,2,1,2,5,1.63,2,NA,NA
"1721",63881,2,2,2,2,2,2,2,2,1,5,2.2,3,NA,NA
"1722",63882,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"1723",63883,2,2,1,2,2,2,2,2,2,3,0.55,1,2,1
"1724",63884,1,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA
"1725",63885,1,2,2,2,2,2,2,2,1,1,0.11,1,2,1
"1726",63886,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"1727",63887,2,2,1,2,2,2,2,1,2,6,2.26,3,NA,NA
"1728",63888,1,2,2,2,1,2,2,2,2,3,0.28,1,2,1
"1729",63889,2,2,2,2,2,1,1,2,2,2,0.75,1,1,NA
"1730",63890,1,2,1,2,2,2,2,2,2,2,0.59,1,2,1
"1731",63891,1,1,1,1,2,2,2,2,2,99,NA,3,NA,NA
"1732",63892,1,1,2,2,2,2,2,2,1,1,0,1,NA,NA
"1733",63893,1,2,2,2,2,2,2,1,2,8,2.51,3,NA,NA
"1734",63894,1,2,2,2,2,2,2,2,2,5,0.71,1,2,1
"1735",63895,1,2,2,2,2,2,2,2,1,12,5,3,NA,NA
"1736",63896,1,2,2,2,2,2,2,2,2,11,3.9,3,NA,NA
"1737",63897,1,2,2,2,2,2,2,2,2,5,1.26,1,2,1
"1738",63898,1,1,2,2,2,2,2,2,1,5,0.58,1,2,1
"1739",63899,2,2,1,2,2,2,2,2,2,3,1.13,1,2,1
"1740",63900,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA
"1741",63901,1,2,2,2,2,2,2,2,2,3,0.36,1,2,1
"1742",63902,2,1,1,2,2,2,2,1,2,9,4.08,3,NA,NA
"1743",63903,1,2,2,2,2,2,2,2,2,7,2.1,3,NA,NA
"1744",63904,2,1,2,2,2,2,2,2,2,11,5,3,NA,NA
"1745",63905,1,2,2,2,2,2,2,2,2,6,2.64,3,2,1
"1746",63906,1,2,2,2,2,2,2,2,2,4,1.03,1,2,1
"1747",63907,2,2,2,2,1,2,2,2,2,9,5,3,NA,NA
"1748",63908,1,2,2,2,2,2,2,2,2,7,1.2,1,2,1
"1749",63909,1,2,2,2,2,2,2,1,2,4,1.14,1,1,NA
"1750",63910,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"1751",63911,2,2,2,2,1,2,2,2,2,8,4.04,3,NA,NA
"1752",63912,1,2,2,2,2,2,2,2,2,5,2.15,3,2,2
"1753",63913,1,2,2,2,2,2,2,2,2,3,0.37,1,2,1
"1754",63914,1,2,2,2,2,2,2,2,2,7,1.61,2,NA,NA
"1755",63915,1,2,1,2,2,2,2,2,2,7,1.16,1,2,2
"1756",63916,1,2,2,2,2,2,2,2,2,4,0.71,1,2,1
"1757",63917,2,2,1,2,2,1,2,1,2,4,1.27,1,1,NA
"1758",63918,1,2,2,2,2,2,2,2,2,77,NA,3,7,NA
"1759",63919,1,2,2,2,2,2,1,2,2,2,0.32,1,2,1
"1760",63920,1,2,2,2,2,2,2,1,2,10,4.89,3,NA,NA
"1761",63921,2,2,1,2,2,1,1,2,1,5,0.72,1,2,1
"1762",63922,1,2,2,2,2,2,2,2,2,4,1.22,1,2,1
"1763",63923,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"1764",63924,2,2,1,1,2,1,2,2,1,5,0.8,1,2,1
"1765",63925,1,2,2,2,2,2,2,2,1,8,1.52,2,2,1
"1766",63926,1,2,1,1,1,1,2,2,2,4,0.6,1,2,1
"1767",63927,1,2,2,2,2,2,2,2,2,3,0.39,1,2,1
"1768",63928,1,2,2,2,2,2,2,2,2,6,2.69,3,NA,NA
"1769",63929,1,2,2,2,2,2,2,1,2,11,3.38,3,NA,NA
"1770",63930,1,1,2,2,2,2,2,2,2,7,1.89,3,2,1
"1771",63931,1,2,2,2,2,2,2,1,2,8,2.15,3,1,NA
"1772",63932,1,2,2,2,2,2,2,2,2,10,3.77,3,NA,NA
"1773",63933,2,2,2,2,2,2,2,2,1,3,0.54,1,2,1
"1774",63934,1,2,2,2,2,2,2,2,2,4,0.49,1,2,1
"1775",63935,1,2,2,2,2,2,2,2,1,99,NA,1,2,1
"1776",63936,1,2,2,2,2,2,2,1,2,8,4.3,3,NA,NA
"1777",63937,1,2,2,2,2,2,2,2,2,7,2.86,3,NA,NA
"1778",63938,1,2,1,2,2,2,2,2,2,10,2.75,3,NA,NA
"1779",63939,2,2,1,2,2,2,2,2,2,3,0.79,1,2,1
"1780",63940,1,2,2,2,2,2,2,2,1,11,3.49,3,NA,NA
"1781",63941,1,2,2,2,2,2,2,2,2,8,2.59,3,NA,NA
"1782",63942,1,2,9,2,2,2,2,2,2,99,NA,3,2,1
"1783",63943,1,2,2,2,2,2,2,2,2,7,3.28,3,NA,NA
"1784",63944,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
"1785",63945,1,2,2,2,2,2,2,1,2,10,5,3,NA,NA
"1786",63946,1,2,2,2,2,2,2,2,2,6,1.28,1,2,4
"1787",63947,1,2,2,2,2,2,2,2,2,6,1.36,2,2,2
"1788",63948,1,2,2,2,2,2,2,2,2,11,5,3,NA,NA
"1789",63949,1,1,2,2,2,2,2,2,2,99,NA,9,7,NA
"1790",63950,1,2,2,2,2,2,2,1,2,11,4.16,3,NA,NA
"1791",63951,1,1,2,2,2,2,2,7,2,12,4,3,NA,NA
"1792",63952,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"1793",63953,1,2,1,2,1,2,2,2,2,7,1.49,2,2,1
"1794",63954,1,2,2,1,2,2,2,2,2,4,0.94,1,2,1
"1795",63955,1,2,1,2,1,2,2,1,1,99,NA,3,1,NA
"1796",63956,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"1797",63957,1,2,2,1,2,1,2,2,2,7,1.33,2,2,1
"1798",63958,1,2,1,1,1,1,2,2,2,5,0.62,1,2,1
"1799",63959,1,2,2,2,2,2,2,2,2,4,0.73,1,2,1
"1800",63960,2,2,2,1,2,2,2,2,2,7,1.89,3,2,1
"1801",63961,1,1,2,2,2,2,2,1,2,11,4.3,3,NA,NA
"1802",63962,2,2,1,2,2,2,2,1,2,8,4.3,3,NA,NA
"1803",63963,2,2,1,2,1,2,2,1,2,9,4.08,3,NA,NA
"1804",63964,1,1,2,2,1,2,2,1,1,12,5,3,NA,NA
"1805",63965,1,2,1,2,1,2,1,2,1,99,NA,1,2,1
"1806",63966,1,1,2,2,2,2,2,2,2,6,2.75,3,2,6
"1807",63967,2,2,2,2,2,2,2,2,1,6,2.75,3,NA,NA
"1808",63968,1,2,2,2,2,2,2,2,2,5,0.94,1,2,1
"1809",63969,2,2,1,1,2,1,2,2,1,5,0.8,1,2,1
"1810",63970,1,2,2,2,2,2,2,2,1,6,2.18,3,NA,NA
"1811",63971,1,2,2,2,2,2,2,2,2,8,3.01,3,NA,NA
"1812",63972,1,2,2,2,1,2,2,1,2,77,NA,3,NA,NA
"1813",63973,1,2,2,2,2,2,2,2,2,11,2.75,3,NA,NA
"1814",63974,1,2,2,1,2,2,2,1,2,12,5,3,NA,NA
"1815",63975,1,2,2,2,2,2,2,2,2,2,0.32,1,2,1
"1816",63976,1,2,2,2,2,2,2,2,2,6,1.15,1,2,77
"1817",63977,1,1,1,2,2,2,2,2,2,3,0.58,1,2,1
"1818",63978,1,2,2,1,2,2,1,2,2,9,1.54,2,2,1
"1819",63979,1,2,2,2,2,2,2,2,2,12,4.69,3,NA,NA
"1820",63980,1,2,2,2,2,2,2,2,2,5,1.59,2,NA,NA
"1821",63981,1,2,2,2,2,2,2,2,1,6,0.97,1,1,NA
"1822",63982,1,2,1,2,2,1,2,1,2,6,2.22,3,NA,NA
"1823",63983,2,2,2,1,2,2,2,2,2,5,0.89,1,2,1
"1824",63984,1,2,2,2,2,2,2,2,2,5,1.63,2,NA,NA
"1825",63985,1,2,2,2,2,2,2,2,2,2,0.32,1,2,1
"1826",63986,2,2,2,2,1,2,2,2,2,3,0.94,1,2,1
"1827",63987,1,2,2,2,2,2,2,2,2,7,1.61,2,NA,NA
"1828",63988,1,1,2,2,2,2,2,2,2,99,NA,1,2,1
"1829",63989,2,2,2,2,2,1,1,2,1,3,0.82,1,2,1
"1830",63990,2,2,2,2,2,2,2,2,1,5,1.26,1,2,1
"1831",63991,2,1,2,2,2,2,1,2,2,2,0.3,1,2,77
"1832",63992,1,2,2,2,2,2,2,2,2,2,0.43,1,2,2
"1833",63993,1,2,2,2,2,2,2,2,2,6,1.28,1,2,1
"1834",63994,2,2,2,2,2,2,2,2,1,2,0.21,1,2,1
"1835",63995,2,2,2,2,2,2,2,1,2,1,0,1,1,NA
"1836",63996,1,2,2,2,2,2,2,2,2,8,2.39,3,NA,NA
"1837",63997,2,2,1,2,2,2,2,2,2,77,NA,NA,7,NA
"1838",63998,1,2,2,2,2,2,2,1,2,7,3.76,3,NA,NA
"1839",63999,1,2,2,2,2,2,2,1,2,11,3.33,3,NA,NA
"1840",64000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841",64001,1,2,2,2,2,2,2,2,1,4,0.81,1,2,1
"1842",64002,2,2,1,2,1,2,2,1,2,12,5,3,NA,NA
"1843",64003,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"1844",64004,1,1,2,2,2,2,2,2,2,5,0.72,1,2,1
"1845",64005,1,2,2,2,2,2,2,2,2,4,0.69,1,2,1
"1846",64006,2,2,2,2,2,2,2,2,1,3,0.46,1,2,1
"1847",64007,1,2,2,2,2,1,2,2,2,7,1.16,1,2,1
"1848",64008,1,2,2,2,2,2,2,2,2,10,2.32,3,NA,NA
"1849",64009,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
"1850",64010,1,2,2,2,2,2,2,2,2,10,3.89,3,NA,NA
"1851",64011,1,2,1,1,1,1,2,2,2,6,1.74,2,1,NA
"1852",64012,1,2,1,2,2,2,2,2,2,7,1.16,1,2,2
"1853",64013,2,2,1,2,2,1,2,2,2,2,0.74,1,2,3
"1854",64014,1,2,2,2,2,2,2,2,2,3,0.86,1,NA,NA
"1855",64015,1,2,2,2,2,2,2,2,2,11,5,3,NA,NA
"1856",64016,2,2,2,2,2,2,1,2,2,3,0.46,1,2,1
"1857",64017,1,2,2,2,2,2,2,1,2,8,3.26,3,NA,NA
"1858",64018,1,2,2,2,2,2,2,2,1,10,2.95,3,NA,NA
"1859",64019,1,1,2,2,2,2,2,2,2,8,2.42,3,NA,NA
