"","SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ300","IND310","INQ320"
"2679",86410,1,2,2,2,2,2,2,2,2,9,2.03,3,2,2,2
"2680",86411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2681",86412,2,2,1,2,2,1,2,2,2,5,0.99,1,2,99,1
"2682",86413,1,2,2,2,2,2,2,2,1,12,4.94,3,1,NA,1
"2683",86414,1,2,2,2,2,1,2,2,2,7,1.48,2,2,1,3
"2684",86415,1,1,2,2,2,2,2,1,2,2,0.4,1,2,1,3
"2685",86416,2,2,2,2,2,2,2,2,1,1,0.2,1,2,1,2
"2686",86417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687",86418,1,1,2,2,2,2,2,2,2,10,4.52,3,2,1,1
"2688",86419,1,2,2,2,2,2,2,2,2,6,1.14,1,2,1,1
"2689",86420,2,2,1,2,2,1,2,2,2,4,0.9,1,2,3,2
"2690",86421,1,2,2,2,2,2,2,2,2,8,1.69,2,2,1,1
"2691",86422,1,2,2,2,2,2,2,2,2,3,0.51,1,2,1,1
"2692",86423,2,2,2,2,2,2,1,2,2,5,0.84,1,2,1,3
"2693",86424,2,1,2,2,2,2,2,2,2,8,1.22,1,2,1,1
"2694",86425,1,2,2,2,2,2,2,2,2,2,0.45,1,2,1,1
"2695",86426,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"2696",86427,1,2,2,2,2,2,2,2,2,7,1.73,2,1,NA,1
"2697",86428,1,1,1,2,2,2,2,2,2,5,0.74,1,2,1,1
"2698",86429,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"2699",86430,1,2,1,1,1,2,2,1,1,77,NA,3,1,NA,1
"2700",86431,1,2,2,2,2,2,2,2,2,2,0.27,1,2,1,1
"2701",86432,2,2,1,2,2,2,2,2,2,3,0.82,1,2,1,8
"2702",86433,1,2,1,2,2,2,2,2,2,10,3.27,3,1,NA,1
"2703",86434,1,2,1,2,1,2,2,2,2,77,NA,1,2,1,1
"2704",86435,1,2,1,2,2,2,2,2,1,5,0.99,1,2,1,1
"2705",86436,1,2,2,2,2,2,2,2,2,7,1.27,1,2,5,1
"2706",86437,1,2,2,2,2,2,2,2,2,11,4.12,3,2,1,1
"2707",86438,1,2,2,2,2,2,2,2,2,8,2.12,3,2,3,1
"2708",86439,1,2,1,2,2,2,2,1,2,8,2.45,3,1,NA,1
"2709",86440,1,2,2,2,2,2,2,2,2,7,1.48,2,1,NA,1
"2710",86441,1,1,2,2,2,2,2,1,2,11,3.46,3,1,NA,1
"2711",86442,1,2,2,2,2,2,1,2,2,2,0.3,1,2,1,1
"2712",86443,1,2,2,2,2,2,2,2,2,9,3.9,3,1,NA,1
"2713",86444,1,9,2,2,2,2,2,2,2,99,NA,1,9,NA,2
"2714",86445,1,1,2,2,2,2,2,1,2,11,4.76,3,1,NA,1
"2715",86446,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
"2716",86447,1,2,2,2,2,2,2,2,2,2,0.37,1,2,1,1
"2717",86448,1,2,2,2,2,1,2,2,1,7,1.48,2,2,1,4
"2718",86449,1,1,2,2,2,2,2,2,2,7,1.79,2,2,1,1
"2719",86450,9,2,9,2,1,1,2,2,2,99,NA,9,9,NA,1
"2720",86451,1,1,2,2,1,2,2,2,2,99,NA,3,2,3,1
"2721",86452,1,1,2,2,2,2,2,2,2,99,NA,2,2,5,1
"2722",86453,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2723",86454,1,2,1,2,2,2,2,2,2,5,0.72,1,2,1,1
"2724",86455,1,2,2,2,2,2,2,2,2,11,4.17,3,1,NA,1
"2725",86456,1,1,2,2,2,2,2,2,1,12,5,3,1,NA,1
"2726",86457,1,2,1,1,2,2,2,2,2,7,1.25,1,1,NA,1
"2727",86458,1,1,2,2,2,2,2,2,2,12,4.22,3,1,NA,1
"2728",86459,1,2,2,2,2,2,2,2,2,5,1.51,2,2,1,1
"2729",86460,2,2,1,2,2,2,2,2,2,6,0.6,1,2,1,1
"2730",86461,1,2,2,2,2,1,2,2,1,11,2.13,3,2,1,1
"2731",86462,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"2732",86463,1,1,1,2,2,2,2,2,1,10,4.52,3,2,1,1
"2733",86464,1,2,2,2,2,2,2,2,1,12,4.44,3,2,3,1
"2734",86465,1,2,2,2,1,2,2,2,1,8,1.69,2,2,1,1
"2735",86466,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
"2736",86467,1,2,2,2,2,2,2,2,1,7,1.83,2,2,1,1
"2737",86468,2,2,1,2,1,2,2,2,2,77,NA,7,7,NA,3
"2738",86469,1,2,2,2,2,2,2,2,1,99,NA,2,2,2,1
"2739",86470,1,2,2,2,2,2,2,2,2,10,2.97,3,2,1,1
"2740",86471,1,2,2,2,2,2,2,2,2,2,0.3,1,2,1,1
"2741",86472,1,2,2,2,2,2,2,2,2,8,4.14,3,2,3,1
"2742",86473,1,2,1,2,2,2,2,2,2,3,0.72,1,2,1,1
"2743",86474,1,1,1,2,2,2,2,2,2,3,0.75,1,2,1,1
"2744",86475,1,2,2,2,2,2,2,2,1,10,2.53,3,2,4,1
"2745",86476,7,2,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,1
"2746",86477,2,2,1,1,2,2,2,2,2,7,2.17,3,2,1,1
"2747",86478,1,2,2,2,2,2,2,1,2,9,2.98,3,2,2,1
"2748",86479,1,2,2,2,2,2,2,1,2,12,4.4,3,1,NA,1
"2749",86480,1,2,1,2,2,2,2,2,2,7,2.18,3,1,NA,1
"2750",86481,2,2,1,2,2,2,2,2,2,2,0.3,1,2,1,3
"2751",86482,1,2,2,2,2,2,2,2,2,4,0.47,1,2,1,1
"2752",86483,1,2,2,2,2,2,2,1,2,11,3.88,3,1,NA,1
"2753",86484,1,2,2,2,2,2,2,1,2,11,2.95,3,1,NA,1
"2754",86485,2,2,1,2,2,2,2,2,2,77,NA,7,7,NA,1
"2755",86486,1,2,2,2,2,2,2,2,2,7,1.55,2,2,1,1
"2756",86487,1,2,1,1,1,2,2,2,2,10,3.06,3,2,2,2
"2757",86488,1,2,2,2,2,2,1,2,2,99,NA,1,9,NA,2
"2758",86489,1,2,2,2,2,2,2,1,2,6,1.49,2,2,1,1
"2759",86490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760",86491,1,2,2,2,2,2,2,1,1,3,1.02,1,9,NA,2
"2761",86492,1,2,2,2,2,2,2,2,1,8,1.44,2,2,1,1
"2762",86493,2,1,2,2,2,2,1,2,1,2,0.24,1,2,1,1
"2763",86494,2,2,1,2,2,2,2,1,2,6,2.55,3,1,NA,1
"2764",86495,2,2,1,2,2,2,2,1,2,7,2.25,3,1,NA,1
"2765",86496,1,2,2,2,2,2,2,2,2,3,0.65,1,2,1,1
"2766",86497,1,2,2,2,2,2,2,2,2,6,0.99,1,2,1,3
"2767",86498,1,2,1,1,2,2,2,1,2,11,5,3,1,NA,1
"2768",86499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769",86500,1,1,1,2,2,1,2,2,2,4,0.95,1,2,77,1
"2770",86501,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"2771",86502,2,2,2,2,2,1,2,2,1,4,0.63,1,2,1,1
"2772",86503,1,2,2,2,2,2,2,2,1,3,0.51,1,2,2,1
"2773",86504,1,1,2,2,2,2,2,2,2,12,4.22,3,1,NA,1
"2774",86505,1,2,1,2,1,2,2,2,2,8,2.38,3,2,2,1
"2775",86506,1,2,1,1,1,1,2,1,1,12,5,3,1,NA,2
"2776",86507,1,2,2,2,2,2,2,2,2,7,1.55,2,2,1,1
"2777",86508,1,7,7,2,7,2,7,7,7,NA,NA,NA,NA,NA,1
"2778",86509,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
"2779",86510,2,2,2,2,2,2,2,2,1,3,0.57,1,2,1,1
"2780",86511,9,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"2781",86512,2,2,1,2,2,1,2,1,2,10,4.34,3,1,NA,1
"2782",86513,1,2,2,2,2,2,2,2,2,9,2.11,3,2,1,7
"2783",86514,1,2,2,2,2,2,2,2,1,9,1.63,2,2,1,1
"2784",86515,1,2,2,2,2,2,2,2,1,7,1.09,1,2,1,1
"2785",86516,2,2,1,2,1,2,2,1,2,9,3.75,3,1,NA,1
"2786",86517,1,2,2,2,2,2,2,2,2,7,1.48,2,2,1,2
"2787",86518,1,2,2,2,2,2,2,2,2,3,1.01,1,2,2,2
"2788",86519,1,1,1,2,1,2,2,2,2,99,NA,3,1,NA,1
"2789",86520,1,1,2,1,2,2,2,1,2,12,5,3,2,3,1
"2790",86521,1,2,2,2,2,2,2,2,2,3,1.22,1,2,1,1
"2791",86522,1,2,2,2,2,1,2,2,2,3,0.45,1,2,3,1
"2792",86523,1,2,2,2,2,2,2,2,2,4,0.52,1,2,1,1
"2793",86524,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"2794",86525,1,1,1,2,2,2,2,2,2,8,1.32,2,2,3,2
"2795",86526,1,2,2,2,2,2,2,2,2,5,1.84,2,2,1,1
"2796",86527,1,1,2,2,2,1,1,1,2,7,1.05,1,2,1,1
"2797",86528,1,2,2,2,2,2,2,2,2,9,2.03,3,2,2,2
"2798",86529,1,1,2,2,2,2,2,2,1,2,0.31,1,2,1,1
"2799",86530,2,1,2,2,2,2,2,2,1,4,1.41,2,2,1,3
"2800",86531,1,2,2,2,2,2,1,2,2,3,0.4,1,2,1,1
"2801",86532,1,1,2,2,2,2,1,2,2,3,0.6,1,2,1,4
"2802",86533,1,2,2,2,2,2,2,2,2,11,4.17,3,2,77,1
"2803",86534,1,2,2,2,2,2,2,2,1,7,2.26,3,2,1,1
"2804",86535,1,1,2,2,2,2,2,2,1,10,2.21,3,2,2,1
"2805",86536,1,2,2,2,2,2,2,2,2,1,0,1,2,1,66
"2806",86537,2,2,2,1,2,2,2,2,2,5,1.5,2,2,1,1
"2807",86538,1,2,2,2,2,2,2,1,2,11,4.18,3,1,NA,2
"2808",86539,1,2,2,2,2,2,2,2,1,12,4.94,3,1,NA,1
"2809",86540,1,2,2,2,2,2,2,2,2,3,0.42,1,2,1,1
"2810",86541,1,2,2,2,2,2,2,2,2,3,0.23,1,2,1,1
"2811",86542,1,1,1,2,2,2,2,2,1,9,3.75,3,2,1,1
"2812",86543,1,2,2,2,2,1,2,2,1,5,0.84,1,2,1,1
"2813",86544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2814",86545,1,2,2,2,2,2,2,2,2,12,4.94,3,2,2,1
"2815",86546,2,2,1,2,2,2,2,1,2,11,5,3,1,NA,1
"2816",86547,1,1,1,2,1,2,2,2,1,10,2.53,3,2,4,1
"2817",86548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2818",86549,1,2,2,2,2,2,2,2,2,10,2.32,3,1,NA,1
"2819",86550,2,2,2,2,2,2,1,2,2,3,0.42,1,2,1,3
"2820",86551,1,2,2,2,2,2,2,2,2,4,0.59,1,2,2,1
"2821",86552,1,2,1,1,1,2,2,2,1,8,1.69,2,2,1,1
"2822",86553,1,2,2,2,2,2,2,2,2,10,3.58,3,2,1,1
"2823",86554,1,2,2,2,2,2,2,2,1,7,1.52,2,2,1,2
"2824",86555,1,1,1,1,2,2,2,2,2,6,1.43,2,2,1,1
"2825",86556,1,1,2,2,2,2,2,2,2,7,1.48,2,2,4,1
"2826",86557,1,1,2,1,1,1,2,1,1,99,NA,1,9,NA,1
"2827",86558,1,2,2,2,2,2,2,2,2,5,1.68,2,2,1,4
"2828",86559,1,2,2,2,2,2,2,1,2,77,NA,3,1,NA,1
"2829",86560,1,2,2,2,2,2,2,2,2,5,0.99,1,2,1,1
"2830",86561,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"2831",86562,1,1,2,2,2,2,2,2,2,10,2.21,3,2,99,1
"2832",86563,1,2,2,2,2,2,2,2,2,12,5,3,2,1,1
"2833",86564,1,2,2,2,2,2,2,2,2,9,5,3,1,NA,1
"2834",86565,1,1,1,2,2,2,2,2,2,7,2.25,3,1,NA,1
"2835",86566,1,2,2,2,2,2,2,2,2,7,2.26,3,2,1,1
"2836",86567,2,2,1,2,2,1,2,2,2,1,0.31,1,2,1,3
"2837",86568,1,2,2,2,2,2,2,2,1,11,2.76,3,2,2,1
"2838",86569,1,2,2,2,2,2,2,2,2,7,2.32,3,2,2,1
"2839",86570,1,2,2,2,2,2,2,1,1,12,1.94,3,1,NA,1
"2840",86571,2,2,1,1,2,2,2,2,2,7,2.25,3,2,4,1
"2841",86572,1,1,2,2,2,2,2,2,2,5,1.19,1,2,1,1
"2842",86573,2,2,1,2,2,2,2,1,2,6,2.53,3,1,NA,1
"2843",86574,1,2,1,2,2,2,2,2,2,10,3.27,3,1,NA,1
"2844",86575,1,2,2,2,2,2,2,2,2,5,0.98,1,1,NA,1
"2845",86576,1,2,2,2,2,2,2,2,2,99,NA,3,7,NA,1
"2846",86577,1,2,2,2,2,2,2,2,2,6,0.73,1,2,1,1
"2847",86578,1,2,1,2,1,2,2,2,2,7,1.48,2,1,NA,1
"2848",86579,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2849",86580,2,2,1,2,2,2,2,2,2,5,1.51,2,2,4,1
"2850",86581,1,1,2,2,2,2,2,1,2,11,5,3,2,3,1
"2851",86582,1,2,2,2,2,2,2,2,2,6,1.29,1,2,1,3
"2852",86583,2,2,1,2,1,2,2,2,2,6,2.83,3,2,1,3
"2853",86584,1,2,2,2,2,2,2,1,2,12,5,3,2,4,1
"2854",86585,1,2,2,2,2,2,2,1,2,4,1.05,1,1,NA,1
"2855",86586,1,2,2,2,2,2,2,2,2,7,1.1,1,2,1,1
"2856",86587,1,1,2,2,2,2,2,2,1,2,0.2,1,2,1,3
"2857",86588,1,2,1,2,1,1,2,1,2,99,NA,3,2,2,1
"2858",86589,1,2,2,2,2,2,2,2,2,12,4.94,3,1,NA,1
"2859",86590,1,2,2,2,2,2,1,2,1,9,3.77,3,2,1,1
"2860",86591,1,2,2,2,2,2,2,2,2,5,1.51,2,2,1,1
"2861",86592,1,2,2,2,2,2,2,2,2,10,4.04,3,1,NA,1
"2862",86593,1,2,2,2,2,2,2,2,2,10,2.53,3,1,NA,1
"2863",86594,1,1,2,2,2,2,2,2,2,8,1.12,1,2,1,1
"2864",86595,1,2,2,2,2,2,2,1,2,11,2.96,3,1,NA,1
"2865",86596,1,2,2,2,2,2,2,2,1,12,5,3,2,5,1
"2866",86597,1,1,1,1,2,2,2,2,2,5,1.43,2,2,1,1
"2867",86598,1,2,2,2,2,2,2,2,2,99,NA,9,2,99,66
"2868",86599,1,1,2,2,2,2,2,2,1,2,0.25,1,2,3,1
"2869",86600,1,1,2,2,2,2,2,2,2,5,1.21,1,2,1,1
"2870",86601,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"2871",86602,1,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,1
"2872",86603,2,1,1,2,2,2,2,2,2,12,4.95,3,1,NA,1
"2873",86604,2,2,1,2,1,2,2,2,2,4,1.43,2,2,1,1
"2874",86605,1,2,2,2,2,2,2,2,2,6,1.01,1,2,1,1
"2875",86606,1,1,2,2,2,2,2,1,1,77,NA,7,7,NA,1
"2876",86607,1,2,2,2,2,2,2,2,1,3,0.82,1,2,2,1
"2877",86608,1,2,2,2,2,2,2,2,2,6,1.38,2,2,1,1
"2878",86609,2,2,2,2,2,2,2,2,2,1,0,1,2,1,9
"2879",86610,1,1,2,2,2,2,2,2,2,7,2.26,3,2,1,1
"2880",86611,1,2,2,2,2,2,2,2,1,5,0.99,1,2,1,1
"2881",86612,1,1,2,2,2,2,2,2,2,9,2.11,3,1,NA,1
"2882",86613,2,1,2,2,2,2,2,2,2,10,2.53,3,2,4,9
"2883",86614,1,2,2,2,2,2,2,2,1,77,NA,3,2,3,1
"2884",86615,2,2,1,2,2,2,1,2,2,77,NA,1,2,1,1
"2885",86616,1,2,2,2,2,2,2,2,1,9,1.76,2,2,1,1
"2886",86617,2,2,2,2,2,2,2,2,2,2,0.23,1,2,1,2
"2887",86618,1,2,2,2,2,2,2,2,2,3,0.49,1,2,2,1
"2888",86619,2,2,1,2,2,2,1,2,2,77,NA,1,2,1,1
"2889",86620,1,1,1,2,1,2,2,1,2,8,2.63,3,2,5,1
"2890",86621,1,2,1,1,2,1,2,2,2,2,0.77,1,2,1,1
"2891",86622,1,2,2,2,2,2,2,2,2,6,1.43,2,2,2,1
"2892",86623,1,2,2,2,2,2,2,2,2,11,5,3,1,NA,1
"2893",86624,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2894",86625,1,2,2,2,2,1,2,2,1,11,2.13,3,2,1,1
"2895",86626,1,2,1,2,2,2,2,1,2,99,NA,3,1,NA,6
"2896",86627,2,2,1,2,2,2,2,1,2,3,1.22,1,2,1,1
"2897",86628,1,1,1,2,2,2,2,2,2,8,1.32,2,2,3,2
"2898",86629,1,2,2,2,2,2,2,1,2,5,2.02,3,2,4,2
"2899",86630,1,2,2,2,2,2,2,2,2,10,2.72,3,1,NA,1
"2900",86631,1,2,2,2,2,2,2,2,2,6,1.04,1,2,1,1
"2901",86632,1,2,2,2,2,2,2,1,1,99,NA,1,2,1,1
"2902",86633,1,2,2,2,2,2,2,1,1,7,2.26,3,2,2,1
"2903",86634,1,1,1,1,1,1,2,2,1,8,1.9,3,1,NA,1
"2904",86635,1,2,2,2,2,2,2,2,2,3,0.59,1,2,1,1
"2905",86636,1,2,2,1,2,1,2,2,2,6,0.82,1,2,5,1
"2906",86637,1,1,2,2,2,2,2,2,2,77,NA,3,1,NA,1
"2907",86638,1,2,2,2,2,2,2,2,2,4,0.52,1,2,1,1
"2908",86639,2,2,1,2,2,1,2,2,1,6,0.89,1,2,1,1
"2909",86640,2,2,2,2,2,1,2,2,2,2,0.75,1,2,1,1
"2910",86641,1,2,2,2,2,2,2,2,2,7,2.26,3,2,1,1
"2911",86642,1,2,2,2,2,2,2,1,2,5,1.19,1,1,NA,1
"2912",86643,2,2,2,2,2,2,2,2,2,3,0.72,1,2,1,1
"2913",86644,2,2,1,1,2,2,1,2,2,3,1.14,1,2,1,1
"2914",86645,1,2,2,2,2,2,2,1,2,3,1.22,1,2,1,1
"2915",86646,1,2,1,2,1,2,2,2,2,12,4.94,3,1,NA,1
"2916",86647,1,1,1,2,2,1,2,2,1,9,1.22,1,2,1,2
"2917",86648,1,1,2,2,2,2,2,2,2,7,1.48,2,2,1,1
"2918",86649,1,1,2,2,2,2,1,2,2,5,0.74,1,2,1,1
"2919",86650,2,2,1,2,2,2,2,2,2,2,0.61,1,2,77,3
"2920",86651,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,5
"2921",86652,1,2,2,2,2,2,2,2,2,8,2.69,3,2,1,1
"2922",86653,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2923",86654,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2924",86655,2,2,1,2,2,1,2,2,2,4,1.53,2,2,1,2
"2925",86656,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"2926",86657,2,2,1,2,1,2,2,2,1,11,5,3,1,NA,2
"2927",86658,1,2,2,2,2,2,2,2,2,10,2.96,3,1,NA,1
"2928",86659,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1,1
"2929",86660,1,1,1,2,2,2,2,1,1,11,3.71,3,2,3,1
"2930",86661,1,2,2,2,2,1,2,2,2,3,0.42,1,2,1,4
"2931",86662,1,1,1,2,1,1,1,2,2,10,2.53,3,2,1,1
"2932",86663,1,2,2,1,2,2,2,2,2,6,1.55,2,2,1,1
"2933",86664,2,2,1,1,1,2,2,2,1,7,2.62,3,2,1,1
"2934",86665,1,1,1,2,2,2,2,1,2,99,NA,3,1,NA,1
"2935",86666,1,2,2,2,2,2,2,1,2,7,1.55,2,2,3,1
"2936",86667,1,2,2,2,2,2,2,2,2,7,2.62,3,2,1,2
"2937",86668,1,2,2,1,2,1,1,2,2,4,0.89,1,2,1,4
"2938",86669,2,2,1,2,2,2,2,2,2,3,0.82,1,2,1,1
"2939",86670,1,2,1,2,2,2,2,2,2,4,1.12,1,2,1,1
"2940",86671,1,2,1,2,2,1,2,2,2,7,1.39,2,2,1,1
"2941",86672,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"2942",86673,1,2,2,2,1,2,2,2,2,8,2.08,3,2,2,1
"2943",86674,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2944",86675,1,1,1,2,1,2,2,2,2,11,2.75,3,2,99,1
"2945",86676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946",86677,1,1,2,2,2,2,2,2,2,5,0.76,1,2,1,1
"2947",86678,1,2,2,2,2,2,2,2,1,99,NA,2,2,1,1
"2948",86679,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
"2949",86680,1,1,2,2,2,2,1,2,2,6,0.92,1,2,1,1
"2950",86681,1,1,2,2,2,2,2,2,2,9,1.47,2,2,1,1
"2951",86682,1,1,2,2,2,2,2,2,2,7,1.27,1,2,1,1
"2952",86683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2953",86684,1,2,2,2,2,2,1,2,2,3,0.42,1,2,1,1
"2954",86685,1,2,2,2,2,2,2,2,2,9,1.63,2,2,1,1
"2955",86686,1,2,2,2,2,2,2,2,2,9,2.47,3,2,2,1
"2956",86687,1,2,2,2,2,2,2,2,2,11,5,3,1,NA,1
"2957",86688,1,1,2,2,2,2,2,2,1,7,1.25,1,2,1,1
"2958",86689,2,2,2,2,2,2,2,2,2,2,0.18,1,7,NA,1
"2959",86690,1,2,2,2,2,2,2,2,2,6,1.57,2,2,1,1
"2960",86691,1,2,2,2,2,2,2,2,2,8,4.59,3,1,NA,1
"2961",86692,2,2,2,1,2,2,2,2,2,3,0.98,1,2,1,3
"2962",86693,1,2,2,2,2,2,2,2,2,8,1.98,3,2,1,1
"2963",86694,1,1,2,2,2,2,2,2,1,6,1.18,1,1,NA,1
"2964",86695,2,2,2,2,2,1,2,2,2,3,0.82,1,2,1,3
"2965",86696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2966",86697,2,2,2,2,2,2,2,2,1,2,0.21,1,2,1,1
"2967",86698,1,2,2,2,2,2,2,2,2,3,0.59,1,1,NA,1
"2968",86699,2,1,1,2,2,2,2,1,2,12,5,3,1,NA,1
"2969",86700,1,2,2,2,2,2,2,2,1,9,2.47,3,2,1,1
"2970",86701,1,2,2,2,2,2,2,2,2,77,NA,3,1,NA,1
"2971",86702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2972",86703,2,2,1,1,2,2,2,2,2,5,0.71,1,2,1,1
"2973",86704,1,2,2,2,1,2,2,2,2,4,0.55,1,2,1,2
"2974",86705,1,1,2,2,2,2,2,2,2,4,0.52,1,2,1,1
"2975",86706,1,2,1,1,2,2,2,2,1,8,1.31,2,2,1,1
"2976",86707,1,1,2,2,2,2,2,2,1,7,1.14,1,2,2,1
"2977",86708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2978",86709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2979",86710,1,1,2,2,2,2,2,2,2,5,1.5,2,2,1,1
"2980",86711,1,2,2,2,2,2,2,2,2,6,0.99,1,2,1,3
"2981",86712,1,2,2,2,2,2,2,1,2,10,4.12,3,1,NA,1
"2982",86713,1,2,7,2,2,7,2,2,2,NA,NA,NA,NA,NA,3
"2983",86714,1,2,1,1,1,2,2,2,2,10,2.96,3,2,1,1
"2984",86715,9,2,9,2,2,9,2,2,2,8,1.31,2,2,1,1
"2985",86716,1,2,2,2,2,2,2,2,2,12,4.45,3,1,NA,1
"2986",86717,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"2987",86718,1,2,2,2,2,1,2,2,2,4,1.19,1,2,1,1
"2988",86719,1,2,2,2,1,2,2,2,1,3,0.67,1,2,1,1
"2989",86720,1,1,2,2,2,2,2,2,2,11,4.76,3,2,3,1
"2990",86721,1,1,2,2,2,2,2,1,2,6,2.1,3,2,3,1
"2991",86722,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"2992",86723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2993",86724,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"2994",86725,1,2,2,2,2,2,2,2,2,4,1.2,1,2,1,4
"2995",86726,1,2,2,2,2,2,2,2,2,11,3.71,3,2,1,1
"2996",86727,1,2,1,2,2,1,2,1,2,7,1.9,3,2,3,2
"2997",86728,1,2,1,2,2,2,1,2,2,7,1.27,1,2,1,1
"2998",86729,1,2,2,2,2,2,2,2,1,8,2.39,3,2,1,1
"2999",86730,1,2,1,1,1,2,2,2,2,7,1.73,2,2,1,1
"3000",86731,1,2,2,2,2,2,2,2,2,4,0.74,1,2,1,1
"3001",86732,2,2,1,2,2,2,2,2,2,1,0.28,1,2,1,1
"3002",86733,1,1,2,2,2,2,2,2,2,9,3.75,3,2,1,1
"3003",86734,1,2,2,2,2,2,2,2,2,4,0.84,1,2,1,1
"3004",86735,1,2,2,2,2,2,2,2,2,6,0.85,1,2,1,1
"3005",86736,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"3006",86737,9,2,2,2,2,9,1,2,2,99,NA,9,2,1,1
"3007",86738,1,2,2,2,2,2,2,2,2,11,2.61,3,2,3,1
"3008",86739,1,2,2,1,2,2,2,1,2,9,2.47,3,2,1,1
"3009",86740,2,2,1,2,2,1,2,2,2,6,1.73,2,2,1,1
"3010",86741,1,2,1,2,1,2,2,2,2,99,NA,9,2,1,1
"3011",86742,1,2,2,1,2,2,2,2,2,10,1.76,2,2,1,1
"3012",86743,1,1,2,1,2,2,2,2,2,6,1.05,1,2,1,1
"3013",86744,1,2,2,2,2,2,2,2,2,7,1.48,2,2,2,1
"3014",86745,1,2,1,2,1,2,2,2,2,3,0.89,1,2,1,1
"3015",86746,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
"3016",86747,1,2,2,2,2,2,2,2,2,12,5,3,2,3,1
"3017",86748,2,2,2,2,2,1,2,2,2,2,0.74,1,2,1,3
"3018",86749,1,2,2,2,2,2,2,2,2,6,1.49,2,2,1,1
"3019",86750,1,2,2,2,2,2,2,1,2,7,1.48,2,2,2,1
"3020",86751,1,1,1,2,2,2,2,2,1,8,1.47,2,2,1,1
"3021",86752,1,1,2,2,2,2,2,2,2,7,1.73,2,1,NA,1
"3022",86753,1,1,1,2,2,2,2,1,2,99,NA,3,1,NA,1
"3023",86754,1,2,2,2,2,2,2,2,2,2,0.42,1,2,1,1
"3024",86755,1,2,2,2,2,2,2,2,2,7,1.73,2,2,3,1
"3025",86756,2,2,1,2,1,1,2,1,1,6,1.88,3,1,NA,1
"3026",86757,2,2,1,1,1,2,2,2,2,99,NA,9,9,NA,3
"3027",86758,1,2,2,2,2,2,2,1,2,11,4.78,3,1,NA,1
"3028",86759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3029",86760,1,2,2,2,2,2,2,2,2,12,4.22,3,1,NA,1
