"","SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ300","IND310","INQ320"
"7629",91360,1,1,2,2,2,2,2,2,2,11,3.95,3,1,NA,1
"7630",91361,1,2,2,2,2,2,2,2,2,9,2.99,3,1,NA,1
"7631",91362,1,2,2,2,2,1,2,2,1,4,0.55,1,2,1,1
"7632",91363,1,2,2,2,2,2,2,2,1,7,1.35,2,2,1,1
"7633",91364,1,2,2,2,2,2,2,1,2,7,2.08,3,1,NA,1
"7634",91365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7635",91366,1,2,2,2,2,2,2,2,2,6,1.43,2,2,2,1
"7636",91367,1,1,2,2,2,2,2,1,2,7,1.93,3,1,NA,1
"7637",91368,2,2,1,2,1,2,2,2,2,6,2.12,3,2,3,1
"7638",91369,1,2,2,2,2,2,2,2,2,3,0.9,1,2,1,4
"7639",91370,1,2,2,2,2,2,2,1,1,10,2.96,3,1,NA,1
"7640",91371,2,2,1,2,1,2,2,2,2,6,2.17,3,2,1,1
"7641",91372,1,2,1,2,2,2,2,2,2,2,0.47,1,2,1,1
"7642",91373,2,2,2,2,2,2,2,2,2,4,1.63,2,1,NA,1
"7643",91374,1,2,2,2,2,2,2,1,2,7,1.73,2,1,NA,1
"7644",91375,1,1,2,2,2,2,2,2,2,8,1.2,1,2,3,1
"7645",91376,1,1,2,2,2,2,2,2,2,8,1.31,2,2,1,9
"7646",91377,2,2,1,2,1,2,2,1,2,4,1.43,2,1,NA,1
"7647",91378,1,2,2,2,2,2,2,2,1,8,1.17,1,2,1,2
"7648",91379,1,2,2,2,2,2,2,2,1,6,1.61,2,2,2,1
"7649",91380,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,2
"7650",91381,1,2,2,2,2,2,2,2,2,4,0.46,1,2,1,1
"7651",91382,1,2,2,2,2,2,2,2,2,8,1.47,2,2,1,1
"7652",91383,1,2,2,2,2,2,2,1,2,12,4.94,3,1,NA,1
"7653",91384,1,1,2,2,2,2,2,2,2,10,2.32,3,2,1,1
"7654",91385,1,2,2,2,2,2,2,2,1,12,4.95,3,2,3,1
"7655",91386,2,2,1,2,2,1,2,2,1,6,0.89,1,2,1,1
"7656",91387,1,2,2,2,2,2,2,2,2,7,1.53,2,2,1,1
"7657",91388,1,2,2,2,2,2,2,2,2,9,2.38,3,2,1,4
"7658",91389,1,2,2,2,2,2,2,2,2,5,0.74,1,2,2,1
"7659",91390,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7660",91391,1,2,1,2,2,2,2,2,2,5,2.02,3,2,1,1
"7661",91392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7662",91393,1,2,2,2,2,2,2,2,2,11,3.36,3,1,NA,1
"7663",91394,2,2,1,2,2,1,2,2,2,5,0.99,1,2,99,1
"7664",91395,1,2,2,2,2,2,2,2,2,9,2.38,3,2,1,4
"7665",91396,1,2,2,2,2,2,2,1,1,11,3.61,3,1,NA,1
"7666",91397,1,1,1,2,2,2,2,1,2,7,2.26,3,2,2,1
"7667",91398,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"7668",91399,1,2,2,2,2,2,2,2,2,9,3.9,3,1,NA,1
"7669",91400,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"7670",91401,1,2,2,2,2,2,2,2,2,7,1.48,2,2,1,2
"7671",91402,9,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"7672",91403,1,2,2,2,2,2,2,2,2,8,1.69,2,2,1,1
"7673",91404,1,2,2,2,2,2,2,2,1,12,4.95,3,1,NA,1
"7674",91405,2,1,2,2,2,2,2,2,2,2,0.36,1,2,1,3
"7675",91406,2,1,1,2,1,2,2,1,2,12,5,3,9,NA,1
"7676",91407,2,1,1,2,2,1,2,2,2,3,0.54,1,2,1,1
"7677",91408,1,2,1,2,2,1,1,2,2,3,0.75,1,2,1,1
"7678",91409,1,2,2,2,2,2,2,2,2,10,2.72,3,2,1,1
"7679",91410,1,2,2,2,2,2,2,2,1,7,1.48,2,2,2,1
"7680",91411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7681",91412,1,2,2,2,2,2,2,1,1,9,2.11,3,2,1,1
"7682",91413,1,2,2,2,2,2,2,2,2,11,3.12,3,2,4,1
"7683",91414,1,1,2,2,2,2,2,1,2,9,3.77,3,1,NA,1
"7684",91415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7685",91416,1,2,2,2,2,2,2,2,2,6,0.7,1,2,1,1
"7686",91417,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
"7687",91418,1,1,1,2,2,1,2,2,1,6,1.18,1,2,1,2
"7688",91419,1,1,2,2,2,2,2,2,2,7,1.27,1,2,2,1
"7689",91420,1,2,2,2,2,2,2,2,1,5,2.02,3,2,4,1
"7690",91421,1,1,1,2,2,1,1,2,1,7,1.48,2,2,1,1
"7691",91422,1,2,2,2,2,2,2,1,1,4,0.59,1,2,1,1
"7692",91423,1,1,2,2,2,2,2,1,2,9,2.99,3,2,3,1
"7693",91424,1,2,2,2,2,2,2,2,1,99,NA,3,2,1,2
"7694",91425,1,2,1,1,2,2,2,2,2,8,2.07,3,2,1,1
"7695",91426,1,2,2,2,2,2,2,2,2,99,NA,3,9,NA,1
"7696",91427,1,2,2,2,2,2,2,2,2,5,1.35,2,2,1,1
"7697",91428,1,2,2,2,2,2,2,2,2,6,1.37,2,2,1,1
"7698",91429,2,2,1,2,2,2,2,2,2,6,1.58,2,2,3,3
"7699",91430,1,1,2,2,2,2,2,1,1,7,1.27,1,2,4,1
"7700",91431,1,2,2,2,2,2,2,2,2,10,2.97,3,2,1,1
"7701",91432,2,2,1,2,2,2,2,1,2,7,2.64,3,1,NA,1
"7702",91433,2,2,1,2,2,1,1,2,2,6,0.92,1,2,1,1
"7703",91434,1,2,2,2,2,2,2,2,2,8,1.4,2,2,1,1
"7704",91435,2,2,2,2,2,2,2,2,1,2,0.21,1,2,1,1
"7705",91436,2,2,2,2,2,2,1,2,2,2,0.32,1,2,1,2
"7706",91437,1,1,2,2,2,2,2,2,2,11,2.96,3,1,NA,1
"7707",91438,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
"7708",91439,7,2,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,1
"7709",91440,2,2,1,1,1,2,2,2,2,7,2.08,3,1,NA,1
"7710",91441,1,2,2,2,2,2,2,2,2,7,1.79,2,2,1,1
"7711",91442,1,2,2,2,2,2,2,1,2,11,4.18,3,1,NA,2
"7712",91443,1,2,1,2,1,2,2,2,2,99,NA,9,2,1,1
"7713",91444,1,2,2,2,2,2,2,2,2,6,1.55,2,2,1,1
"7714",91445,1,2,2,2,2,1,2,2,1,3,0.29,1,2,1,1
"7715",91446,1,2,2,2,2,2,2,2,2,4,0.54,1,2,1,1
"7716",91447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7717",91448,1,2,2,2,2,2,2,2,2,8,1.69,2,2,2,1
"7718",91449,1,2,2,2,2,2,2,2,2,2,0.45,1,2,1,1
"7719",91450,2,2,1,2,2,2,2,2,2,3,1.11,1,2,1,6
"7720",91451,1,1,2,2,2,2,2,2,2,3,0.6,1,2,1,5
"7721",91452,1,2,2,2,2,2,2,2,2,1,0,1,2,1,3
"7722",91453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7723",91454,1,2,1,2,2,2,2,2,2,4,1.53,2,2,3,1
"7724",91455,1,1,1,2,2,2,2,2,2,10,3.57,3,2,2,1
"7725",91456,1,2,2,2,2,2,2,2,2,9,2.47,3,2,3,1
"7726",91457,1,2,2,1,2,2,2,2,2,9,1.22,1,1,NA,1
"7727",91458,1,2,2,2,2,2,2,2,2,3,0.51,1,2,1,1
"7728",91459,1,2,2,2,2,2,2,2,2,5,0.84,1,2,1,1
"7729",91460,1,1,2,2,2,2,2,2,2,11,3.95,3,1,NA,1
"7730",91461,1,1,1,2,2,2,2,2,2,7,1.9,3,2,3,1
"7731",91462,1,2,2,2,2,2,2,2,2,77,NA,1,1,NA,1
"7732",91463,1,2,2,2,2,2,2,2,2,9,2.47,3,2,3,1
"7733",91464,1,2,2,2,2,2,2,2,2,11,2.29,3,2,1,9
"7734",91465,2,2,2,2,2,2,2,2,2,3,1.22,1,2,1,1
"7735",91466,1,1,2,2,2,2,2,2,2,11,4.1,3,1,NA,1
"7736",91467,1,2,2,2,2,2,2,2,2,11,3.46,3,2,2,1
"7737",91468,1,2,1,2,2,1,2,2,2,6,1.88,3,2,1,1
"7738",91469,2,2,1,2,1,2,2,2,2,10,4.23,3,2,3,1
"7739",91470,2,2,1,2,2,1,2,2,2,2,0.37,1,2,1,1
"7740",91471,2,2,1,1,2,2,2,2,2,8,4.24,3,2,1,1
"7741",91472,1,1,2,2,2,2,2,2,2,9,2.11,3,2,1,9
"7742",91473,1,2,2,2,2,2,2,2,2,12,4.22,3,1,NA,1
"7743",91474,1,2,2,2,2,2,2,2,2,3,0.8,1,2,1,1
"7744",91475,1,1,1,2,2,9,2,2,2,99,NA,9,2,1,1
"7745",91476,2,2,1,2,2,2,2,2,2,77,NA,3,2,1,8
"7746",91477,1,1,2,1,2,2,2,2,2,6,1.05,1,2,1,1
"7747",91478,1,2,2,2,2,2,2,2,2,11,2.66,3,2,2,1
"7748",91479,1,2,2,2,2,2,2,2,1,3,0.38,1,2,1,1
"7749",91480,1,2,2,2,2,2,2,2,2,12,5,3,2,2,1
"7750",91481,2,2,1,1,1,2,2,7,2,NA,NA,NA,NA,NA,1
"7751",91482,1,2,2,2,2,2,2,2,1,8,2.27,3,2,1,1
"7752",91483,1,1,2,2,2,2,2,2,2,6,1.14,1,2,1,1
"7753",91484,1,2,2,2,2,2,2,2,2,11,4.75,3,2,1,1
"7754",91485,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,4
"7755",91486,1,2,2,2,2,2,2,2,2,6,0.93,1,2,1,1
"7756",91487,1,2,2,2,2,2,2,2,2,8,4.08,3,2,3,1
"7757",91488,1,2,2,2,2,2,2,2,1,6,1.37,2,2,1,1
"7758",91489,1,2,2,2,2,2,2,2,2,4,0.96,1,2,77,1
"7759",91490,1,2,1,2,2,2,2,2,2,99,NA,9,2,1,4
"7760",91491,1,1,2,2,2,2,2,2,2,7,2.09,3,2,1,1
"7761",91492,9,2,1,2,1,2,2,1,2,77,NA,3,7,NA,1
"7762",91493,2,2,1,2,1,2,2,2,2,3,1.1,1,2,1,3
"7763",91494,1,2,2,2,2,2,2,2,2,5,0.83,1,2,1,1
"7764",91495,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7765",91496,1,2,2,2,2,2,2,2,2,8,1.98,3,2,2,1
"7766",91497,1,2,2,2,2,2,2,2,2,11,5,3,1,NA,1
"7767",91498,1,2,2,2,2,2,1,2,1,5,0.99,1,2,1,1
"7768",91499,1,2,2,2,2,2,2,2,2,11,4.17,3,2,3,1
"7769",91500,1,2,2,2,2,2,1,2,2,99,NA,1,9,NA,2
"7770",91501,1,2,2,2,2,2,2,1,2,12,3.13,3,2,1,1
"7771",91502,1,2,2,2,2,2,1,2,1,5,0.99,1,2,1,1
"7772",91503,2,2,1,2,1,2,2,1,2,9,3.77,3,1,NA,1
"7773",91504,1,2,1,2,2,1,2,2,2,77,NA,1,2,2,3
"7774",91505,1,2,1,2,2,2,2,2,2,8,1.47,2,9,NA,1
"7775",91506,1,2,2,2,2,2,2,2,1,3,0.59,1,2,1,1
"7776",91507,2,2,2,1,2,1,1,2,2,2,0.41,1,2,1,4
"7777",91508,2,2,1,1,1,2,2,1,1,11,4.9,3,1,NA,1
"7778",91509,2,1,2,2,2,2,2,2,2,8,1.98,3,2,3,7
"7779",91510,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7780",91511,1,2,2,2,2,2,2,2,2,10,3.27,3,2,1,1
"7781",91512,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7782",91513,1,2,2,2,2,2,2,2,2,9,2.11,3,2,1,1
"7783",91514,1,2,2,2,2,2,2,2,2,3,0.65,1,2,1,1
"7784",91515,1,1,2,2,2,2,2,2,1,7,1.79,2,2,3,1
"7785",91516,1,2,2,2,2,2,2,2,2,5,0.66,1,2,1,4
"7786",91517,1,1,2,2,2,2,2,2,2,99,NA,3,2,3,1
"7787",91518,1,1,2,2,2,2,2,2,2,7,1.48,2,2,1,1
"7788",91519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7789",91520,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7790",91521,1,2,1,2,2,1,2,2,2,8,1.47,2,1,NA,1
"7791",91522,2,2,2,2,2,2,2,2,2,3,0.92,1,2,1,1
"7792",91523,1,2,2,2,2,2,2,1,2,11,3.8,3,1,NA,1
"7793",91524,2,2,2,2,2,2,2,2,2,3,0.4,1,2,1,1
"7794",91525,1,2,2,2,2,2,2,1,2,11,3.88,3,1,NA,1
"7795",91526,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7796",91527,2,2,2,2,2,2,2,2,1,4,0.9,1,2,1,1
"7797",91528,1,2,2,2,2,2,2,2,1,11,2.57,3,2,3,1
"7798",91529,1,2,2,2,2,2,2,2,2,12,4.2,3,1,NA,1
"7799",91530,1,2,2,2,2,2,2,1,1,10,2.96,3,2,1,1
"7800",91531,1,2,2,2,2,2,2,2,2,2,0.25,1,2,1,1
"7801",91532,1,2,2,2,2,2,2,1,2,1,0,1,1,NA,1
"7802",91533,2,2,1,2,1,2,2,1,2,6,2.53,3,1,NA,1
"7803",91534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7804",91535,1,2,2,2,2,2,2,2,2,10,2.67,3,1,NA,1
"7805",91536,1,1,2,2,2,2,2,1,2,99,NA,9,1,NA,1
"7806",91537,1,2,2,2,2,2,2,2,2,99,NA,9,7,NA,1
"7807",91538,1,2,2,2,2,1,2,2,2,4,1.13,1,2,1,2
"7808",91539,1,2,2,1,2,2,2,2,2,7,2.7,3,2,1,1
"7809",91540,1,2,2,2,2,2,2,2,1,7,1.09,1,2,1,1
"7810",91541,1,1,2,2,2,2,2,2,2,7,1.73,2,2,5,1
"7811",91542,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,4
"7812",91543,1,2,2,2,2,2,2,2,2,5,0.76,1,2,1,1
"7813",91544,2,2,1,2,1,2,2,2,2,4,1.53,2,7,NA,1
"7814",91545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7815",91546,2,2,2,2,2,2,2,2,2,6,1.23,1,2,2,1
"7816",91547,2,2,2,2,2,2,2,2,2,99,NA,9,2,99,6
"7817",91548,1,2,2,2,2,2,2,2,1,10,2.53,3,2,1,1
"7818",91549,1,2,2,2,2,2,2,2,2,6,0.93,1,2,1,1
"7819",91550,2,2,1,2,2,2,2,2,2,3,0.81,1,2,1,3
"7820",91551,2,1,1,2,1,2,2,1,2,6,2.55,3,1,NA,1
"7821",91552,1,2,2,1,1,2,2,2,2,5,0.64,1,2,1,1
"7822",91553,1,2,2,2,2,2,1,2,2,7,1.78,2,2,1,1
"7823",91554,9,9,9,2,2,2,2,2,2,99,NA,9,2,1,1
"7824",91555,1,2,2,2,1,2,2,1,2,11,2.87,3,1,NA,1
"7825",91556,1,2,2,2,2,2,2,2,2,10,2.53,3,2,1,1
"7826",91557,1,2,2,2,2,1,2,2,2,3,0.82,1,2,1,1
"7827",91558,2,2,1,1,1,2,2,2,2,99,NA,3,2,1,1
"7828",91559,1,2,2,2,2,2,2,2,2,3,0.41,1,2,1,1
"7829",91560,2,2,1,2,2,2,2,2,1,77,NA,2,2,77,1
"7830",91561,1,2,2,2,1,2,2,2,2,12,5,3,2,2,1
"7831",91562,1,1,2,2,2,2,2,2,2,8,2.51,3,2,1,1
"7832",91563,1,2,1,1,1,1,2,2,2,99,NA,1,1,NA,1
"7833",91564,1,2,2,2,2,2,2,1,2,9,3.77,3,2,5,1
"7834",91565,1,2,1,2,2,2,2,2,2,4,0.69,1,2,1,1
"7835",91566,1,2,2,2,2,2,2,2,2,5,1.84,2,2,1,1
"7836",91567,1,2,2,2,2,2,2,1,2,9,2.98,3,1,NA,2
"7837",91568,2,2,2,2,2,2,2,2,2,3,0.73,1,2,1,7
"7838",91569,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7839",91570,1,1,2,2,2,2,2,1,2,77,NA,3,2,3,1
"7840",91571,1,1,2,2,2,2,2,2,2,7,1.48,2,2,1,1
"7841",91572,2,2,1,2,2,2,2,1,2,99,NA,9,1,NA,3
"7842",91573,9,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"7843",91574,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,4
"7844",91575,1,2,2,2,2,2,2,2,2,8,1.47,2,2,1,1
"7845",91576,1,1,2,2,2,2,2,2,1,1,0.05,1,2,1,3
"7846",91577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7847",91578,1,2,1,2,2,2,2,2,2,6,2.02,3,1,NA,1
"7848",91579,1,2,2,2,2,2,2,2,2,7,1.29,1,2,1,1
"7849",91580,1,2,2,2,2,2,1,2,2,4,0.55,1,2,1,1
"7850",91581,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7851",91582,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7852",91583,1,2,1,2,2,2,2,2,2,9,2.57,3,2,1,1
"7853",91584,2,2,2,2,2,1,2,2,2,2,0.76,1,2,1,2
"7854",91585,1,2,2,2,2,2,2,2,2,9,4.89,3,2,1,1
"7855",91586,1,2,1,2,2,2,2,2,1,8,3.01,3,1,NA,1
"7856",91587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7857",91588,1,2,2,2,2,2,2,2,1,7,1.78,2,2,1,1
"7858",91589,1,2,1,1,2,2,2,2,2,3,1.22,1,2,1,1
"7859",91590,1,1,2,2,2,2,2,1,2,9,2.11,3,2,1,1
"7860",91591,1,2,2,2,2,2,2,2,1,6,0.97,1,2,1,1
"7861",91592,1,1,2,2,2,2,1,2,2,9,2.47,3,2,1,1
"7862",91593,2,2,2,2,2,2,2,2,2,9,2.47,3,2,1,1
"7863",91594,1,2,2,2,2,2,2,1,2,12,4.22,3,2,5,1
"7864",91595,1,2,2,2,2,2,2,2,2,1,0,1,2,3,1
"7865",91596,2,1,2,2,2,1,2,2,2,5,0.84,1,2,1,3
"7866",91597,1,2,1,2,2,2,2,1,2,12,5,3,1,NA,1
"7867",91598,1,2,2,2,2,2,2,2,2,6,0.92,1,2,1,1
"7868",91599,1,1,2,2,2,2,2,2,2,7,0.88,1,2,1,1
"7869",91600,2,1,1,2,2,2,2,2,2,5,1.84,2,2,1,1
"7870",91601,1,2,2,2,2,2,2,2,1,7,1.35,2,2,1,1
"7871",91602,1,2,2,2,2,2,1,2,1,2,0.3,1,2,3,1
"7872",91603,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"7873",91604,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7874",91605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7875",91606,2,2,2,2,2,2,1,2,2,4,1.52,2,2,1,1
"7876",91607,1,2,2,2,2,2,2,2,2,6,1.67,2,2,1,1
"7877",91608,1,2,2,2,2,2,2,2,2,6,0.73,1,2,1,1
"7878",91609,1,2,1,1,2,9,2,2,2,99,NA,1,2,2,1
"7879",91610,1,2,2,2,2,2,2,2,2,5,0.89,1,2,1,1
"7880",91611,1,2,1,2,2,2,2,1,2,5,1.36,2,1,NA,1
"7881",91612,1,2,2,1,2,1,1,2,2,99,NA,1,2,2,1
"7882",91613,1,1,2,2,2,2,1,2,2,9,2.47,3,2,1,1
"7883",91614,1,2,2,2,2,2,2,1,2,9,2.57,3,1,NA,1
"7884",91615,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7885",91616,1,2,2,2,2,2,2,2,2,7,1.48,2,1,NA,1
"7886",91617,2,2,1,1,2,2,2,2,2,4,0.73,1,2,1,1
"7887",91618,1,2,1,2,1,1,2,1,2,99,NA,3,2,2,1
"7888",91619,1,2,2,2,2,2,2,2,2,5,0.83,1,2,1,1
"7889",91620,1,2,2,2,2,2,2,2,2,6,1.01,1,2,1,1
"7890",91621,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"7891",91622,1,2,2,2,2,2,2,2,2,6,1.09,1,2,1,1
"7892",91623,1,2,2,2,2,2,2,1,2,10,3.33,3,1,NA,1
"7893",91624,1,2,2,2,2,2,2,2,2,2,0.45,1,2,1,1
"7894",91625,2,2,2,2,2,2,2,2,2,4,0.59,1,2,1,1
"7895",91626,1,1,2,2,2,2,2,2,1,10,2.21,3,2,2,1
"7896",91627,1,2,2,1,2,2,2,2,2,4,1,1,2,1,1
"7897",91628,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7898",91629,1,2,2,2,2,2,2,2,2,7,1.53,2,2,1,1
"7899",91630,1,2,2,2,2,2,2,2,1,10,2.97,3,2,1,1
"7900",91631,1,2,2,2,2,1,2,2,2,3,0.45,1,2,3,1
"7901",91632,2,2,2,1,2,2,2,2,2,5,1.08,1,2,1,1
"7902",91633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7903",91634,1,1,1,2,1,2,2,1,2,8,2.63,3,2,5,1
"7904",91635,1,1,2,2,2,2,2,2,2,5,1.19,1,2,2,1
"7905",91636,1,2,2,2,2,2,2,2,2,11,4.17,3,2,3,1
"7906",91637,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7907",91638,1,2,2,2,2,2,2,2,2,9,1.63,2,2,1,2
"7908",91639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7909",91640,1,2,2,2,2,2,2,2,2,5,1.15,1,2,1,1
"7910",91641,1,2,2,2,2,2,2,2,1,8,1.98,3,2,3,1
"7911",91642,1,2,2,2,2,2,2,1,2,10,2.97,3,2,2,1
"7912",91643,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7913",91644,1,1,2,2,2,2,2,2,2,99,NA,1,2,1,1
"7914",91645,1,2,2,2,2,2,2,2,2,99,NA,9,2,99,3
"7915",91646,1,1,1,2,1,2,2,1,2,11,3.46,3,1,NA,4
"7916",91647,1,2,2,2,2,2,2,2,2,10,2.72,3,2,1,1
"7917",91648,2,2,1,2,1,2,2,1,2,6,2.89,3,2,5,1
"7918",91649,1,2,2,2,2,2,2,2,2,8,1.47,2,2,1,1
"7919",91650,1,2,2,2,2,2,2,2,1,11,3.16,3,1,NA,1
"7920",91651,1,2,2,2,2,2,1,2,2,4,0.63,1,2,1,5
"7921",91652,1,2,2,2,2,2,2,2,2,12,4.69,3,2,1,1
"7922",91653,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"7923",91654,2,2,1,2,2,2,2,2,2,4,1.09,1,2,1,1
"7924",91655,1,2,2,2,2,2,2,2,2,9,2.98,3,1,NA,1
"7925",91656,1,2,2,2,2,2,2,2,2,2,0.27,1,2,1,1
"7926",91657,1,2,2,2,2,2,2,2,2,9,2.11,3,2,4,1
"7927",91658,1,2,2,2,2,2,1,2,2,5,0.99,1,2,1,1
"7928",91659,2,2,1,2,2,2,2,1,2,8,2.26,3,2,5,1
"7929",91660,1,2,2,2,2,2,2,2,2,7,1.35,2,2,1,1
"7930",91661,1,1,2,2,2,2,2,2,2,12,4.22,3,1,NA,1
"7931",91662,1,2,2,2,2,2,2,2,2,12,4.94,3,1,NA,1
"7932",91663,1,2,1,2,2,2,2,2,2,3,0.88,1,2,1,3
"7933",91664,1,2,2,2,2,2,2,2,1,6,1.61,2,2,2,1
"7934",91665,1,2,1,2,2,2,2,2,2,99,NA,9,2,2,4
"7935",91666,1,2,2,2,2,2,2,2,1,9,1.63,2,2,1,1
"7936",91667,1,1,1,1,2,2,2,1,1,11,5,3,2,5,1
"7937",91668,1,1,2,2,2,2,2,2,2,10,2.62,3,1,NA,1
"7938",91669,1,1,2,2,2,2,2,2,2,10,2.53,3,2,1,1
"7939",91670,1,2,2,2,2,2,2,2,2,5,1.09,1,2,1,1
"7940",91671,1,2,2,2,2,2,2,2,1,7,1.58,2,2,1,1
"7941",91672,1,2,2,2,2,2,2,2,2,6,2.83,3,2,1,1
"7942",91673,1,2,1,2,1,2,2,2,2,8,4.04,3,2,1,2
"7943",91674,2,2,1,2,1,2,2,2,2,99,NA,3,2,3,1
"7944",91675,1,2,2,2,2,2,2,1,2,3,0.66,1,2,1,1
"7945",91676,1,2,2,2,2,2,2,1,1,6,1.39,2,2,1,1
"7946",91677,1,2,2,2,2,2,2,2,2,9,1.63,2,2,1,6
"7947",91678,1,1,2,2,2,2,2,2,1,7,1.05,1,2,1,1
"7948",91679,1,2,1,2,2,1,2,2,2,8,1.51,2,1,NA,1
"7949",91680,2,2,1,2,2,2,2,1,2,5,1.5,2,1,NA,1
"7950",91681,2,2,1,2,2,1,2,2,2,2,0.37,1,2,1,1
"7951",91682,1,2,2,2,2,2,2,2,2,7,1.27,1,2,1,1
"7952",91683,1,1,2,2,2,2,2,1,2,10,4.49,3,1,NA,1
"7953",91684,2,1,2,2,2,2,2,2,2,7,1.48,2,2,1,1
"7954",91685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7955",91686,7,7,7,2,2,2,2,7,7,NA,NA,NA,NA,NA,1
"7956",91687,1,2,2,2,2,2,2,2,2,3,0.59,1,2,1,1
"7957",91688,1,1,2,2,2,2,2,2,1,9,1.84,2,1,NA,1
"7958",91689,1,2,2,2,2,2,2,2,2,10,1.61,2,2,1,1
"7959",91690,2,2,2,2,2,2,1,2,1,5,0.74,1,2,1,1
"7960",91691,2,2,2,2,2,2,2,2,1,2,0.21,1,2,1,1
"7961",91692,1,2,2,2,2,2,2,2,2,10,3.58,3,2,1,1
"7962",91693,1,2,2,2,2,2,2,2,2,8,1.69,2,1,NA,1
"7963",91694,1,2,2,2,2,2,2,2,2,9,2.11,3,2,4,1
"7964",91695,1,2,2,2,2,2,2,2,2,3,0.71,1,2,1,66
"7965",91696,2,2,1,2,2,2,2,1,2,99,NA,9,1,NA,1
"7966",91697,2,2,1,2,1,2,2,1,2,8,3.34,3,2,1,1
"7967",91698,2,2,1,2,2,1,2,2,1,6,0.89,1,2,1,1
"7968",91699,1,1,2,2,2,2,2,2,1,5,0.72,1,2,1,1
"7969",91700,1,2,2,2,2,2,1,2,2,3,0.37,1,2,1,1
"7970",91701,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7971",91702,1,2,2,1,2,2,2,2,2,9,1.22,1,1,NA,1
"7972",91703,1,2,2,2,2,2,2,1,2,8,2.22,3,2,3,1
"7973",91704,1,2,2,1,1,2,2,2,1,12,5,3,2,4,1
"7974",91705,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
"7975",91706,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7976",91707,1,2,2,2,2,2,2,2,2,7,1.27,1,2,1,1
"7977",91708,2,2,2,2,2,1,2,2,2,3,0.51,1,2,1,1
"7978",91709,1,2,2,2,2,1,2,2,1,5,0.84,1,2,1,1
"7979",91710,2,2,7,7,7,1,2,2,2,77,NA,7,2,77,1
