SEQN,Monthly family income,Total household income,Total family income,education level,Year
74925,6,6,6,4,2013.2014
74926,7,6,6,3,2013.2014
74927,12,15,15,3,2013.2014
74928,8,9,9,2,2013.2014
74929,7,8,8,4,2013.2014
74930,11,14,14,4,2013.2014
74933,9,10,10,3,2013.2014
74934,7,7,7,4,2013.2014
74936,11,15,15,4,2013.2014
74937,12,14,14,4,2013.2014
74938,12,15,15,4,2013.2014
74939,12,15,15,5,2013.2014
74940,5,7,7,3,2013.2014
74941,4,6,6,3,2013.2014
74942,11,14,14,4,2013.2014
74943,5,7,7,3,2013.2014
74944,5,1,1,3,2013.2014
74945,9,14,14,4,2013.2014
74946,2,1,1,3,2013.2014
74947,6,6,6,4,2013.2014
74948,8,15,15,4,2013.2014
74949,4,6,6,4,2013.2014
74953,12,6,6,4,2013.2014
74954,11,10,10,3,2013.2014
74955,11,14,14,4,2013.2014
74956,6,6,6,1,2013.2014
74957,5,6,6,3,2013.2014
74958,3,3,3,4,2013.2014
74959,3,1,1,2,2013.2014
74960,3,14,3,4,2013.2014
74961,12,15,15,5,2013.2014
74963,4,6,6,4,2013.2014
74964,4,5,5,1,2013.2014
74966,8,8,8,2,2013.2014
74968,2,2,2,4,2013.2014
74969,4,5,5,3,2013.2014
74971,12,15,15,5,2013.2014
74972,12,15,15,5,2013.2014
74973,11,14,14,4,2013.2014
74974,12,15,15,4,2013.2014
74975,3,5,5,3,2013.2014
74977,12,15,15,5,2013.2014
74978,7,7,7,4,2013.2014
74979,2,5,2,2,2013.2014
74980,7,8,8,3,2013.2014
74983,3,6,6,2,2013.2014
74985,3,3,3,1,2013.2014
74988,6,6,6,4,2013.2014
74989,6,12,6,5,2013.2014
74991,5,4,4,1,2013.2014
74992,7,6,6,4,2013.2014
74993,9,6,6,4,2013.2014
74994,2,2,2,3,2013.2014
74996,12,15,15,5,2013.2014
74997,6,8,8,3,2013.2014
74998,5,6,6,4,2013.2014
74999,12,15,15,5,2013.2014
75000,6,6,6,1,2013.2014
75001,8,7,7,4,2013.2014
75002,6,5,5,1,2013.2014
75003,6,7,7,4,2013.2014
75004,8,8,8,4,2013.2014
75006,4,4,3,3,2013.2014
75007,7,10,10,4,2013.2014
75008,4,1,1,5,2013.2014
75009,4,4,4,4,2013.2014
75011,9,9,9,4,2013.2014
75012,11,14,14,5,2013.2014
75013,3,3,3,2,2013.2014
75014,7,14,14,3,2013.2014
75015,10,14,14,3,2013.2014
75016,3,8,3,1,2013.2014
75017,6,7,7,3,2013.2014
75018,7,5,5,3,2013.2014
75019,12,15,15,4,2013.2014
75020,6,4,4,2,2013.2014
75024,8,10,10,5,2013.2014
75025,8,10,10,2,2013.2014
75026,11,15,15,5,2013.2014
75027,12,15,15,2,2013.2014
75028,5,5,5,4,2013.2014
75030,2,2,2,2,2013.2014
75031,7,8,8,5,2013.2014
75033,9,6,6,3,2013.2014
75034,9,14,14,4,2013.2014
75035,6,3,3,4,2013.2014
75036,4,5,5,4,2013.2014
75037,7,8,8,4,2013.2014
75038,2,2,2,4,2013.2014
75039,5,6,6,2,2013.2014
75040,12,14,14,4,2013.2014
75041,6,6,6,4,2013.2014
75043,2,2,2,2,2013.2014
75044,12,14,14,4,2013.2014
75045,5,5,5,1,2013.2014
75047,3,5,5,4,2013.2014
75050,5,6,6,4,2013.2014
75051,7,7,7,1,2013.2014
75052,3,5,5,3,2013.2014
75053,12,15,15,4,2013.2014
75054,12,15,15,5,2013.2014
75055,12,15,15,5,2013.2014
75056,5,7,7,2,2013.2014
75057,7,7,7,5,2013.2014
75058,11,14,14,5,2013.2014
75059,4,6,6,4,2013.2014
75060,10,15,15,2,2013.2014
75061,12,15,15,5,2013.2014
75063,4,7,7,5,2013.2014
75065,11,15,15,5,2013.2014
75066,12,15,15,5,2013.2014
75067,6,3,3,2,2013.2014
75068,3,4,4,4,2013.2014
75069,2,2,2,2,2013.2014
75070,5,3,3,1,2013.2014
75071,6,6,6,4,2013.2014
75072,4,7,7,3,2013.2014
75073,4,7,7,2,2013.2014
75074,8,7,7,4,2013.2014
75075,12,15,15,5,2013.2014
75076,9,10,10,5,2013.2014
75077,4,4,4,4,2013.2014
75078,5,3,3,3,2013.2014
75079,6,6,6,3,2013.2014
75080,2,2,2,3,2013.2014
75082,12,15,15,5,2013.2014
75083,12,15,15,5,2013.2014
75084,1,4,2,4,2013.2014
75085,3,13,4,3,2013.2014
75086,7,5,5,2,2013.2014
75087,12,15,15,5,2013.2014
75088,7,9,9,3,2013.2014
75089,8,14,8,2,2013.2014
75090,5,5,5,3,2013.2014
75091,1,3,3,4,2013.2014
75092,5,6,6,4,2013.2014
75093,4,5,5,4,2013.2014
75095,3,7,7,2,2013.2014
75097,11,14,14,5,2013.2014
75098,7,8,8,5,2013.2014
75099,12,15,15,5,2013.2014
75101,8,8,8,4,2013.2014
75102,12,15,15,5,2013.2014
75103,3,3,3,3,2013.2014
75104,5,15,8,5,2013.2014
75105,12,15,15,5,2013.2014
75106,3,7,7,3,2013.2014
75107,9,10,10,5,2013.2014
75108,10,10,10,4,2013.2014
75109,5,15,5,4,2013.2014
75110,3,3,3,3,2013.2014
75111,11,7,7,5,2013.2014
75112,7,7,7,5,2013.2014
75113,5,5,5,4,2013.2014
75114,12,15,15,5,2013.2014
75115,3,8,8,4,2013.2014
75117,3,3,3,3,2013.2014
75118,11,14,14,5,2013.2014
75119,11,10,10,2,2013.2014
75120,10,10,10,2,2013.2014
75122,7,9,9,5,2013.2014
75123,7,9,9,4,2013.2014
75124,12,15,15,5,2013.2014
75125,1,3,3,4,2013.2014
75126,12,14,14,5,2013.2014
75127,12,15,15,5,2013.2014
75128,10,15,15,4,2013.2014
75129,6,6,6,3,2013.2014
75130,5,8,8,3,2013.2014
75131,12,15,15,5,2013.2014
75133,10,8,8,2,2013.2014
75134,3,3,3,4,2013.2014
75135,2,1,1,4,2013.2014
75136,8,14,14,4,2013.2014
75137,4,4,4,3,2013.2014
75138,8,7,7,5,2013.2014
75139,1,1,1,1,2013.2014
75140,3,1,1,3,2013.2014
75141,5,5,5,2,2013.2014
75142,12,15,15,4,2013.2014
75143,11,15,15,5,2013.2014
75144,10,14,14,5,2013.2014
75145,7,8,8,4,2013.2014
75147,6,15,15,5,2013.2014
75148,12,15,15,5,2013.2014
75149,4,6,6,3,2013.2014
75150,10,14,14,4,2013.2014
75151,4,5,3,3,2013.2014
75152,6,6,6,2,2013.2014
75153,11,15,15,5,2013.2014
75154,5,8,5,4,2013.2014
75155,11,14,14,4,2013.2014
75156,11,10,10,4,2013.2014
75157,6,14,14,4,2013.2014
75158,12,9,9,1,2013.2014
75159,5,8,8,4,2013.2014
75160,6,6,6,2,2013.2014
75161,8,8,8,3,2013.2014
75165,1,3,3,1,2013.2014
75166,6,7,7,3,2013.2014
75167,7,7,7,2,2013.2014
75169,3,3,3,3,2013.2014
75170,6,6,6,2,2013.2014
75173,11,14,14,5,2013.2014
75174,6,4,4,1,2013.2014
75175,7,7,7,5,2013.2014
75176,6,6,6,4,2013.2014
75177,7,6,6,4,2013.2014
75178,12,15,15,5,2013.2014
75179,3,3,3,3,2013.2014
75182,3,3,3,1,2013.2014
75184,11,15,15,5,2013.2014
75185,4,4,4,4,2013.2014
75186,10,10,10,5,2013.2014
75187,8,14,14,5,2013.2014
75188,8,7,7,3,2013.2014
75189,12,15,15,5,2013.2014
75190,7,7,7,4,2013.2014
75191,9,10,10,2,2013.2014
75192,3,14,14,5,2013.2014
75194,2,2,2,1,2013.2014
75195,2,8,1,1,2013.2014
75196,12,15,15,4,2013.2014
75197,12,15,15,5,2013.2014
75198,2,2,2,5,2013.2014
75200,12,15,15,4,2013.2014
75202,7,9,6,3,2013.2014
75203,5,4,4,4,2013.2014
75204,2,2,2,2,2013.2014
75205,11,15,15,4,2013.2014
75206,2,2,2,4,2013.2014
75207,6,5,5,4,2013.2014
75209,1,2,1,3,2013.2014
75210,5,5,5,2,2013.2014
75211,12,15,15,4,2013.2014
75212,9,9,9,4,2013.2014
75213,5,4,4,3,2013.2014
75214,6,1,1,3,2013.2014
75215,5,5,5,3,2013.2014
75216,4,6,6,1,2013.2014
75217,2,3,2,4,2013.2014
75218,10,9,9,4,2013.2014
75219,3,2,1,1,2013.2014
75220,2,2,2,2,2013.2014
75221,5,6,6,3,2013.2014
75222,5,15,15,5,2013.2014
75223,11,14,14,3,2013.2014
75224,7,8,8,3,2013.2014
75225,4,7,4,3,2013.2014
75226,4,4,4,3,2013.2014
75230,4,4,4,4,2013.2014
75231,6,6,6,5,2013.2014
75233,4,5,5,4,2013.2014
75235,10,10,10,3,2013.2014
75236,5,9,9,5,2013.2014
75238,7,5,5,2,2013.2014
75239,10,15,15,5,2013.2014
75241,11,14,14,4,2013.2014
75242,3,3,3,2,2013.2014
75243,4,5,5,3,2013.2014
75244,2,2,2,1,2013.2014
75246,10,10,10,5,2013.2014
75248,12,15,15,5,2013.2014
75250,7,14,14,5,2013.2014
75252,10,10,10,4,2013.2014
75253,9,14,14,2,2013.2014
75255,8,8,8,4,2013.2014
75256,6,8,8,2,2013.2014
75257,3,1,1,3,2013.2014
75258,2,2,2,4,2013.2014
75259,5,5,5,4,2013.2014
75260,11,14,14,4,2013.2014
75261,5,8,8,5,2013.2014
75262,12,15,15,2,2013.2014
75264,3,3,3,3,2013.2014
75266,7,8,8,4,2013.2014
75267,3,2,2,2,2013.2014
75268,8,8,8,1,2013.2014
75269,2,3,3,3,2013.2014
75270,5,5,5,2,2013.2014
75271,12,15,15,5,2013.2014
75273,6,6,6,3,2013.2014
75274,12,14,14,5,2013.2014
75275,8,2,2,4,2013.2014
75276,8,8,8,5,2013.2014
75277,4,4,4,4,2013.2014
75278,11,14,14,5,2013.2014
75280,1,6,6,1,2013.2014
75281,7,6,6,3,2013.2014
75282,7,7,7,5,2013.2014
75283,10,14,14,5,2013.2014
75284,1,6,1,3,2013.2014
75285,4,3,3,5,2013.2014
75286,7,7,7,4,2013.2014
75287,4,5,5,2,2013.2014
75288,7,7,7,5,2013.2014
75289,7,6,6,2,2013.2014
75291,3,4,4,2,2013.2014
75293,7,8,8,5,2013.2014
75294,3,7,7,4,2013.2014
75296,5,8,8,3,2013.2014
75297,12,15,15,5,2013.2014
75298,9,15,15,3,2013.2014
75299,5,4,4,3,2013.2014
75300,12,15,15,4,2013.2014
75301,1,1,1,3,2013.2014
75302,10,10,10,4,2013.2014
75303,6,6,6,3,2013.2014
75304,7,7,7,2,2013.2014
75306,4,4,4,4,2013.2014
75307,7,10,8,4,2013.2014
75309,3,2,2,1,2013.2014
75310,12,15,15,5,2013.2014
75312,8,8,8,3,2013.2014
75313,12,15,15,5,2013.2014
75314,4,6,6,4,2013.2014
75315,6,8,8,4,2013.2014
75316,9,14,14,2,2013.2014
75317,4,5,5,4,2013.2014
75318,3,4,4,4,2013.2014
75319,3,3,3,2,2013.2014
75320,6,3,3,4,2013.2014
75322,4,4,4,4,2013.2014
75323,12,15,15,5,2013.2014
75324,5,5,5,5,2013.2014
75325,4,4,4,2,2013.2014
75327,7,7,7,3,2013.2014
75328,5,9,9,4,2013.2014
75329,12,5,5,4,2013.2014
75330,5,5,5,4,2013.2014
75331,9,15,15,3,2013.2014
75332,6,7,4,4,2013.2014
75333,8,14,14,4,2013.2014
75334,6,9,9,3,2013.2014
75335,3,4,4,2,2013.2014
75337,3,3,3,2,2013.2014
75338,11,14,14,4,2013.2014
75339,4,6,6,3,2013.2014
75340,7,9,9,4,2013.2014
75341,8,8,8,4,2013.2014
75342,12,15,15,2,2013.2014
75343,5,5,5,2,2013.2014
75344,6,15,15,2,2013.2014
75347,12,15,15,5,2013.2014
75348,5,5,5,3,2013.2014
75349,1,6,3,2,2013.2014
75350,4,5,5,2,2013.2014
75351,3,6,6,4,2013.2014
75353,8,8,8,2,2013.2014
75354,8,7,7,4,2013.2014
75355,7,7,7,4,2013.2014
75357,9,10,10,3,2013.2014
75361,8,7,7,4,2013.2014
75362,7,9,9,2,2013.2014
75363,8,14,14,4,2013.2014
75364,12,15,15,4,2013.2014
75365,2,1,1,3,2013.2014
75366,7,7,7,4,2013.2014
75367,8,8,8,1,2013.2014
75369,8,9,9,2,2013.2014
75370,6,7,7,5,2013.2014
75371,2,2,2,3,2013.2014
75372,7,7,7,4,2013.2014
75374,12,15,15,5,2013.2014
75375,5,4,4,3,2013.2014
75376,11,14,14,5,2013.2014
75377,12,15,15,5,2013.2014
75378,3,6,6,4,2013.2014
75379,9,15,15,5,2013.2014
75380,8,8,8,4,2013.2014
75381,5,4,4,4,2013.2014
75382,3,5,5,1,2013.2014
75383,12,15,15,3,2013.2014
75385,12,15,15,4,2013.2014
75386,4,4,4,4,2013.2014
75387,2,2,2,2,2013.2014
75389,8,8,8,3,2013.2014
75390,10,14,14,5,2013.2014
75391,2,2,2,3,2013.2014
75392,8,7,7,3,2013.2014
75393,3,2,2,4,2013.2014
75394,5,5,5,4,2013.2014
75395,9,14,14,4,2013.2014
75396,2,3,3,2,2013.2014
75397,4,5,5,3,2013.2014
75399,9,14,14,5,2013.2014
75400,8,15,15,4,2013.2014
75402,11,6,6,4,2013.2014
75403,5,6,6,5,2013.2014
75404,11,14,14,4,2013.2014
75405,10,10,10,4,2013.2014
75406,12,15,15,5,2013.2014
75407,10,14,10,5,2013.2014
75408,7,7,7,3,2013.2014
75409,4,7,7,1,2013.2014
75410,2,2,2,1,2013.2014
75411,7,9,9,4,2013.2014
75412,12,15,15,4,2013.2014
75413,12,14,14,4,2013.2014
75414,3,14,14,5,2013.2014
75415,6,6,6,3,2013.2014
75416,6,4,4,4,2013.2014
75417,8,14,14,5,2013.2014
75418,11,14,14,3,2013.2014
75419,2,4,4,5,2013.2014
75421,9,14,14,5,2013.2014
75422,5,5,5,2,2013.2014
75423,6,6,6,3,2013.2014
75425,11,10,10,2,2013.2014
75426,4,12,9,5,2013.2014
75428,12,15,15,2,2013.2014
75429,9,9,9,4,2013.2014
75430,8,14,14,4,2013.2014
75431,5,6,6,1,2013.2014
75433,12,15,15,5,2013.2014
75434,9,8,8,4,2013.2014
75435,12,15,15,5,2013.2014
75439,9,9,9,3,2013.2014
75440,11,14,14,1,2013.2014
75443,4,4,4,3,2013.2014
75444,12,15,15,5,2013.2014
75445,6,8,8,3,2013.2014
75446,5,8,8,3,2013.2014
75447,12,15,15,5,2013.2014
75449,8,8,8,5,2013.2014
75450,6,6,6,3,2013.2014
75451,11,14,14,4,2013.2014
75453,11,15,15,5,2013.2014
75454,1,6,6,4,2013.2014
75456,9,8,8,5,2013.2014
75457,12,15,15,4,2013.2014
75458,11,14,14,4,2013.2014
75459,5,3,3,2,2013.2014
75460,8,8,8,2,2013.2014
75461,3,3,3,3,2013.2014
75462,5,5,5,2,2013.2014
75463,10,14,14,4,2013.2014
75464,6,6,6,4,2013.2014
75465,3,8,8,4,2013.2014
75466,3,4,4,1,2013.2014
75467,9,10,10,2,2013.2014
75468,12,15,15,5,2013.2014
75469,3,10,1,3,2013.2014
75471,9,9,9,5,2013.2014
75474,6,7,7,2,2013.2014
75475,7,5,5,2,2013.2014
75476,8,9,9,3,2013.2014
75477,4,4,4,1,2013.2014
75478,12,15,15,5,2013.2014
75479,6,10,10,4,2013.2014
75480,3,4,4,2,2013.2014
75482,4,4,4,2,2013.2014
75483,1,1,1,2,2013.2014
75485,7,5,5,3,2013.2014
75486,9,10,10,2,2013.2014
75488,5,6,6,2,2013.2014
75492,7,10,10,5,2013.2014
75493,6,6,6,3,2013.2014
75494,7,8,8,5,2013.2014
75495,3,3,3,2,2013.2014
75499,11,14,14,3,2013.2014
75500,7,7,7,5,2013.2014
75501,2,1,1,3,2013.2014
75502,9,9,9,3,2013.2014
75504,6,6,6,2,2013.2014
75505,5,15,15,5,2013.2014
75506,6,3,3,4,2013.2014
75508,3,7,7,2,2013.2014
75509,4,4,4,4,2013.2014
75511,4,14,14,5,2013.2014
75512,7,7,7,4,2013.2014
75513,7,7,7,2,2013.2014
75514,10,10,10,5,2013.2014
75515,12,15,15,5,2013.2014
75517,4,4,4,2,2013.2014
75518,4,1,1,4,2013.2014
75519,12,15,15,5,2013.2014
75520,11,14,14,4,2013.2014
75521,6,5,5,2,2013.2014
75522,8,8,8,3,2013.2014
75523,2,2,2,2,2013.2014
75524,12,15,15,5,2013.2014
75525,9,9,9,3,2013.2014
75526,10,14,14,3,2013.2014
75527,4,2,2,5,2013.2014
75528,10,9,9,4,2013.2014
75529,12,15,15,4,2013.2014
75530,2,2,2,1,2013.2014
75531,5,15,15,2,2013.2014
75532,6,6,6,2,2013.2014
75533,9,9,9,5,2013.2014
75534,5,6,6,4,2013.2014
75535,3,3,3,3,2013.2014
75537,9,14,14,4,2013.2014
75538,6,7,7,1,2013.2014
75539,2,5,1,2,2013.2014
75540,8,9,9,3,2013.2014
75541,11,15,15,5,2013.2014
75543,7,7,7,4,2013.2014
75546,5,9,9,4,2013.2014
75548,4,4,4,5,2013.2014
75550,6,3,3,5,2013.2014
75551,8,8,8,2,2013.2014
75552,4,4,4,4,2013.2014
75553,4,4,4,5,2013.2014
75554,4,4,4,4,2013.2014
75555,4,3,3,1,2013.2014
75556,6,6,6,2,2013.2014
75557,7,6,6,4,2013.2014
75558,10,14,14,5,2013.2014
75559,6,6,6,2,2013.2014
75560,9,14,14,4,2013.2014
75561,4,4,4,1,2013.2014
75562,3,8,8,3,2013.2014
75564,9,10,10,2,2013.2014
75565,7,7,7,4,2013.2014
75568,4,3,3,3,2013.2014
75569,11,15,15,5,2013.2014
75570,4,4,4,3,2013.2014
75571,12,15,15,5,2013.2014
75572,2,2,2,1,2013.2014
75573,3,3,3,1,2013.2014
75574,11,15,15,5,2013.2014
75575,1,6,6,4,2013.2014
75576,8,9,9,4,2013.2014
75577,5,5,5,2,2013.2014
75578,6,3,3,4,2013.2014
75579,7,7,7,4,2013.2014
75580,7,7,7,4,2013.2014
75581,4,4,4,3,2013.2014
75582,3,3,3,2,2013.2014
75583,4,4,4,1,2013.2014
75588,9,9,9,4,2013.2014
75590,12,15,15,5,2013.2014
75591,6,7,7,3,2013.2014
75592,4,6,4,2,2013.2014
75594,3,2,2,2,2013.2014
75595,7,7,7,1,2013.2014
75596,1,4,1,3,2013.2014
75597,6,6,6,4,2013.2014
75598,10,15,15,4,2013.2014
75600,8,10,10,4,2013.2014
75601,9,9,9,4,2013.2014
75602,6,8,8,3,2013.2014
75604,4,10,5,4,2013.2014
75605,7,6,6,4,2013.2014
75607,5,12,5,5,2013.2014
75609,12,15,15,5,2013.2014
75610,5,4,4,4,2013.2014
75612,11,14,14,5,2013.2014
75614,3,3,3,2,2013.2014
75615,1,8,8,3,2013.2014
75616,4,4,4,3,2013.2014
75617,10,14,14,3,2013.2014
75618,7,7,7,3,2013.2014
75619,11,15,15,4,2013.2014
75620,4,6,6,2,2013.2014
75621,12,15,15,3,2013.2014
75622,6,6,6,1,2013.2014
75623,7,7,7,4,2013.2014
75624,6,8,8,2,2013.2014
75625,3,3,3,2,2013.2014
75627,2,3,3,2,2013.2014
75628,12,10,10,5,2013.2014
75629,11,10,10,5,2013.2014
75630,7,6,6,2,2013.2014
75631,8,8,8,3,2013.2014
75632,4,4,4,4,2013.2014
75634,8,7,7,3,2013.2014
75635,4,5,5,4,2013.2014
75636,7,6,6,4,2013.2014
75637,12,15,15,5,2013.2014
75638,11,15,15,5,2013.2014
75639,8,8,8,3,2013.2014
75640,3,5,5,5,2013.2014
75643,5,2,2,4,2013.2014
75645,3,5,5,4,2013.2014
75646,12,15,15,5,2013.2014
75647,8,8,8,5,2013.2014
75648,6,5,5,1,2013.2014
75649,9,14,14,5,2013.2014
75650,3,6,6,1,2013.2014
75651,12,15,15,5,2013.2014
75652,3,6,6,1,2013.2014
75653,8,8,8,3,2013.2014
75654,4,4,4,3,2013.2014
75655,4,4,4,3,2013.2014
75656,6,5,5,4,2013.2014
75657,12,15,15,3,2013.2014
75658,8,14,14,2,2013.2014
75659,6,4,4,1,2013.2014
75660,8,9,9,3,2013.2014
75661,8,8,8,3,2013.2014
75662,12,15,15,5,2013.2014
75663,8,9,9,5,2013.2014
75664,2,2,2,3,2013.2014
75665,7,5,5,5,2013.2014
75666,12,15,15,4,2013.2014
75667,2,12,2,3,2013.2014
75668,9,10,10,2,2013.2014
75669,12,15,15,5,2013.2014
75670,8,8,8,5,2013.2014
75671,10,9,9,5,2013.2014
75672,5,5,5,3,2013.2014
75674,3,4,3,2,2013.2014
75676,7,7,7,1,2013.2014
75677,3,6,6,3,2013.2014
75678,9,14,10,1,2013.2014
75679,4,5,5,3,2013.2014
75680,8,7,7,5,2013.2014
75681,7,7,7,5,2013.2014
75682,8,9,9,5,2013.2014
75684,9,9,9,3,2013.2014
75685,1,1,1,2,2013.2014
75686,8,8,8,4,2013.2014
75687,12,15,15,2,2013.2014
75688,2,2,2,2,2013.2014
75689,3,5,5,3,2013.2014
75690,5,7,7,1,2013.2014
75691,3,4,4,4,2013.2014
75692,11,14,14,4,2013.2014
75695,3,6,6,1,2013.2014
75696,2,3,3,4,2013.2014
75697,9,9,9,3,2013.2014
75698,12,15,15,4,2013.2014
75699,7,4,4,4,2013.2014
75700,3,4,3,1,2013.2014
75701,10,15,15,5,2013.2014
75702,8,8,8,4,2013.2014
75704,4,3,3,1,2013.2014
75705,11,15,15,5,2013.2014
75706,6,6,6,4,2013.2014
75707,3,4,4,2,2013.2014
75708,5,1,1,3,2013.2014
75710,12,15,15,5,2013.2014
75712,11,14,14,4,2013.2014
75714,12,15,15,5,2013.2014
75715,9,12,10,2,2013.2014
75716,1,3,3,2,2013.2014
75717,5,4,4,3,2013.2014
75719,6,6,6,4,2013.2014
75720,7,9,9,4,2013.2014
75722,7,14,14,3,2013.2014
75723,8,4,4,5,2013.2014
75724,8,8,8,1,2013.2014
75725,9,15,3,5,2013.2014
75726,9,10,10,3,2013.2014
75728,5,6,6,4,2013.2014
75729,8,8,8,1,2013.2014
75730,2,2,2,2,2013.2014
75731,7,1,1,2,2013.2014
75732,4,5,5,2,2013.2014
75734,10,14,14,3,2013.2014
75735,12,15,15,5,2013.2014
75737,6,6,6,5,2013.2014
75738,9,14,10,1,2013.2014
75739,3,15,4,4,2013.2014
75740,7,7,7,4,2013.2014
75741,7,7,7,4,2013.2014
75742,8,10,10,4,2013.2014
75744,4,4,4,3,2013.2014
75745,7,7,7,5,2013.2014
75746,9,14,14,5,2013.2014
75747,10,14,14,5,2013.2014
75748,7,9,7,5,2013.2014
75749,2,2,2,3,2013.2014
75750,12,15,15,5,2013.2014
75751,12,15,15,5,2013.2014
75752,3,5,5,4,2013.2014
75753,12,15,15,4,2013.2014
75754,3,3,3,4,2013.2014
75755,12,15,15,5,2013.2014
75757,6,6,6,2,2013.2014
75758,12,15,15,5,2013.2014
75759,11,15,15,4,2013.2014
75760,11,15,15,3,2013.2014
75762,9,10,10,2,2013.2014
75763,6,6,6,4,2013.2014
75764,8,2,2,4,2013.2014
75765,7,14,14,4,2013.2014
75766,10,4,4,4,2013.2014
75767,7,7,7,3,2013.2014
75768,7,10,10,3,2013.2014
75769,12,15,15,2,2013.2014
75770,2,2,2,3,2013.2014
75772,11,15,15,5,2013.2014
75773,4,6,6,2,2013.2014
75774,3,4,4,5,2013.2014
75776,1,5,5,4,2013.2014
75777,12,15,15,5,2013.2014
75778,4,6,6,4,2013.2014
75780,3,5,5,5,2013.2014
75781,12,15,15,4,2013.2014
75783,6,7,7,4,2013.2014
75784,11,15,15,4,2013.2014
75785,9,10,10,3,2013.2014
75786,6,6,6,4,2013.2014
75788,12,15,15,5,2013.2014
75789,12,15,15,3,2013.2014
75790,8,14,14,4,2013.2014
75791,12,15,15,5,2013.2014
75792,6,7,7,4,2013.2014
75793,7,9,9,3,2013.2014
75794,12,15,15,5,2013.2014
75795,5,5,5,1,2013.2014
75796,3,6,6,3,2013.2014
75797,11,14,14,4,2013.2014
75798,6,7,7,2,2013.2014
75799,6,6,6,4,2013.2014
75800,5,5,5,2,2013.2014
75803,4,6,6,4,2013.2014
75805,2,5,5,2,2013.2014
75807,11,14,14,3,2013.2014
75809,11,14,14,3,2013.2014
75810,12,15,15,5,2013.2014
75811,7,7,7,2,2013.2014
75812,10,15,15,4,2013.2014
75813,4,5,5,3,2013.2014
75814,1,1,1,4,2013.2014
75815,7,7,7,5,2013.2014
75816,9,9,9,5,2013.2014
75817,7,8,8,2,2013.2014
75818,5,6,6,5,2013.2014
75819,9,8,8,5,2013.2014
75820,12,15,15,5,2013.2014
75821,10,10,10,5,2013.2014
75822,11,15,15,5,2013.2014
75823,12,15,15,5,2013.2014
75824,5,4,4,3,2013.2014
75825,8,7,7,5,2013.2014
75826,7,7,7,3,2013.2014
75827,8,14,14,4,2013.2014
75828,11,14,14,3,2013.2014
75829,2,4,4,3,2013.2014
75830,11,14,14,5,2013.2014
75831,12,15,15,5,2013.2014
75832,6,6,6,1,2013.2014
75833,10,8,8,2,2013.2014
75836,12,15,15,5,2013.2014
75839,6,6,6,1,2013.2014
75840,12,15,15,5,2013.2014
75841,10,7,7,2,2013.2014
75844,12,15,15,3,2013.2014
75845,8,8,8,4,2013.2014
75846,2,2,2,4,2013.2014
75848,12,15,15,5,2013.2014
75849,3,3,3,1,2013.2014
75850,12,15,15,5,2013.2014
75851,12,15,15,5,2013.2014
75852,12,15,15,5,2013.2014
75853,2,3,3,2,2013.2014
75854,8,8,8,5,2013.2014
75855,7,8,8,3,2013.2014
75856,7,8,8,5,2013.2014
75857,12,14,14,5,2013.2014
75858,7,7,7,4,2013.2014
75859,12,15,15,5,2013.2014
75860,9,14,14,5,2013.2014
75861,7,9,9,5,2013.2014
75862,7,7,7,5,2013.2014
75864,2,6,6,4,2013.2014
75865,3,1,1,2,2013.2014
75866,11,14,14,3,2013.2014
75867,9,15,15,5,2013.2014
75869,6,8,8,4,2013.2014
75870,9,9,9,5,2013.2014
75871,8,8,8,5,2013.2014
75872,3,3,3,3,2013.2014
75873,12,15,15,4,2013.2014
75874,8,8,8,4,2013.2014
75875,5,6,6,3,2013.2014
75876,11,15,15,5,2013.2014
75877,8,9,9,4,2013.2014
75878,5,6,6,1,2013.2014
75879,2,3,3,5,2013.2014
75880,8,8,8,4,2013.2014
75881,4,7,7,3,2013.2014
75882,12,15,15,2,2013.2014
75883,3,3,3,3,2013.2014
75884,6,5,5,3,2013.2014
75885,12,15,15,5,2013.2014
75887,4,9,9,5,2013.2014
75888,7,7,7,4,2013.2014
75889,5,7,7,4,2013.2014
75890,1,8,8,2,2013.2014
75891,6,6,4,3,2013.2014
75892,6,6,6,4,2013.2014
75893,10,14,14,3,2013.2014
75894,11,14,14,4,2013.2014
75895,3,3,3,5,2013.2014
75896,5,7,7,4,2013.2014
75898,7,7,7,4,2013.2014
75900,6,7,7,3,2013.2014
75901,9,9,9,4,2013.2014
75902,5,5,5,1,2013.2014
75903,3,4,4,4,2013.2014
75904,3,6,6,1,2013.2014
75905,10,14,14,5,2013.2014
75906,5,5,5,3,2013.2014
75907,10,8,8,5,2013.2014
75908,3,5,5,4,2013.2014
75909,1,2,2,1,2013.2014
75910,6,7,7,4,2013.2014
75911,8,8,8,3,2013.2014
75912,9,9,9,4,2013.2014
75914,2,3,3,3,2013.2014
75915,5,5,5,3,2013.2014
75916,8,7,7,4,2013.2014
75917,4,5,5,3,2013.2014
75918,5,7,7,4,2013.2014
75919,4,12,5,4,2013.2014
75920,7,6,6,2,2013.2014
75922,11,14,14,4,2013.2014
75923,8,9,9,5,2013.2014
75924,10,10,10,4,2013.2014
75925,2,2,2,2,2013.2014
75926,3,3,3,4,2013.2014
75928,11,15,15,4,2013.2014
75929,2,9,2,4,2013.2014
75931,6,7,7,3,2013.2014
75932,12,15,15,3,2013.2014
