SEQN,Income from wages/salaries,Income from self employment,Income from Social Security or RR,Income from other disability pension,Income from retirement/survivor pension,Income from Supplemental Security,Income from state/county cash assistance,Income from interest/dividends or rental,Income from other sources,Monthly family income,Family monthly poverty level index,Family monthly poverty level category,Gender,Total household income,Total family income,A ratio of family income to poverty guidelines,In what country were you born?,Age,person's education level,Year
62488,1,2,2,2,2,2,2,1,2,10,2.95,3,1,15,15,5,1,29,4,2011.2012
62489,1,2,2,2,2,2,2,2,1,4,0.41,1,2,4,4,0.4,1,25,2,2011.2012
62491,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,2,30,4,2011.2012
62492,1,1,2,2,2,2,2,2,1,9,2.29,3,1,10,10,2.48,1,27,2,2011.2012
62494,1,2,2,2,2,2,2,2,2,7,3.53,3,1,15,7,3.67,2,28,4,2011.2012
62495,2,2,1,2,1,2,2,2,2,10,3.65,3,1,10,10,3.61,1,75,4,2011.2012
62496,1,2,2,2,2,2,2,2,2,3,0.43,1,1,5,5,0.89,1,33,9,2011.2012
62497,1,2,2,2,2,2,2,1,2,12,4.28,3,1,15,15,4.5,1,45,5,2011.2012
62498,1,2,2,2,2,2,2,2,1,8,1.31,2,2,15,15,3.15,1,35,3,2011.2012
62499,1,2,2,2,2,2,2,2,2,4,0.97,1,2,4,4,0.97,1,22,4,2011.2012
62501,1,2,2,2,2,2,2,2,2,8,1.78,2,2,14,14,3.15,1,35,4,2011.2012
62502,1,2,2,2,2,2,2,2,2,3,0.43,1,1,3,3,0.42,1,43,4,2011.2012
62503,2,2,1,1,2,1,2,2,2,6,0.93,1,1,6,6,0.9,1,49,1,2011.2012
62504,1,2,2,2,2,2,2,2,2,3,0.53,1,2,3,3,0.39,2,32,1,2011.2012
62506,1,2,2,2,2,2,2,2,2,3,0.75,1,2,4,4,0.84,2,46,3,2011.2012
62507,2,2,1,9,2,2,2,2,2,2,0.21,1,2,3,3,0.24,1,40,3,2011.2012
62508,1,2,2,2,2,2,2,1,1,12,5,3,1,15,15,5,1,36,4,2011.2012
62509,2,2,2,2,2,2,2,2,2,5,1.26,1,2,6,6,1.36,1,60,5,2011.2012
62510,1,2,1,2,1,1,2,1,2,8,3.01,3,2,7,7,2.64,1,80,3,2011.2012
62511,1,2,2,2,2,2,2,2,1,3,0.36,1,1,3,3,0.44,1,35,3,2011.2012
62512,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,2,39,5,2011.2012
62513,1,1,2,2,2,2,2,2,2,5,0.89,1,2,5,5,1,2,40,2,2011.2012
62514,1,2,2,2,2,2,2,2,2,6,1.41,2,1,6,6,1.19,1,44,3,2011.2012
62515,1,2,2,2,2,2,2,2,2,2,0.14,1,2,1,1,0.01,2,41,1,2011.2012
62516,1,2,1,2,2,2,2,2,2,7,1.67,2,1,14,14,3.25,1,45,3,2011.2012
62518,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,2,47,5,2011.2012
62519,2,2,1,1,2,1,2,2,2,2,0.72,1,1,7,2,0.72,1,56,3,2011.2012
62521,1,2,1,2,2,2,2,2,2,7,2.64,3,2,14,14,5,1,59,5,2011.2012
62522,1,1,2,2,2,2,2,1,2,2,0.55,1,1,9,9,5,1,54,4,2011.2012
62523,1,2,2,2,2,2,2,2,2,6,0.96,1,1,6,6,0.99,2,33,3,2011.2012
62524,1,2,2,2,2,2,2,2,2,8,4.19,3,1,15,7,3.67,1,23,5,2011.2012
62525,1,2,2,2,2,2,2,1,2,3,0.65,1,1,3,3,0.68,2,45,4,2011.2012
62530,1,2,2,2,2,2,1,2,2,5,0.97,1,2,5,5,0.89,1,51,2,2011.2012
62531,1,2,1,2,2,1,2,2,1,3,0.63,1,2,2,2,0.4,1,52,3,2011.2012
62533,1,2,2,2,2,2,2,2,2,8,2.91,3,2,8,8,2.7,1,23,4,2011.2012
62534,2,2,2,2,2,1,2,2,1,2,0.31,1,1,3,3,0.37,1,30,4,2011.2012
62535,1,1,2,2,2,2,2,2,2,11,2.52,3,2,14,14,2.74,1,35,5,2011.2012
62537,1,1,2,2,2,2,2,2,2,8,1.83,2,2,7,7,1.62,1,30,2,2011.2012
62538,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,34,5,2011.2012
62539,2,2,2,1,2,1,2,2,2,3,0.98,1,1,2,2,0.92,1,60,2,2011.2012
62541,1,1,2,2,2,2,2,1,1,3,0.65,1,2,14,14,4.05,1,34,4,2011.2012
62543,2,2,2,1,2,2,1,2,1,2,0.29,1,2,2,2,0.26,1,42,4,2011.2012
62544,1,2,2,2,2,2,2,1,2,9,3.24,3,1,14,14,4.86,1,42,5,2011.2012
62545,2,1,2,2,2,2,2,2,2,12,5,3,1,15,15,4.52,1,41,5,2011.2012
62546,1,2,1,2,1,2,2,1,2,5,2.04,3,1,6,6,2.69,1,64,4,2011.2012
62547,1,2,2,2,2,2,2,2,2,3,0.53,1,1,3,3,0.5,1,56,2,2011.2012
62548,2,1,1,2,2,2,2,1,2,8,3.33,3,1,7,7,2.64,2,57,3,2011.2012
62550,1,2,2,2,2,2,2,1,2,11,4.3,3,2,15,15,5,1,40,5,2011.2012
62551,1,1,2,2,2,2,2,1,2,12,5,3,2,15,15,5,1,37,5,2011.2012
62552,1,2,2,2,2,2,2,2,2,11,2.89,3,2,15,15,4.07,1,41,5,2011.2012
62553,1,2,1,2,2,1,2,2,2,11,2.6,3,1,14,14,2.5,1,37,2,2011.2012
62555,1,2,2,2,2,2,2,2,1,6,1.45,2,1,7,7,1.83,1,40,4,2011.2012
62556,1,2,2,2,2,2,2,2,2,9,3.24,3,2,10,10,3.78,2,35,5,2011.2012
62557,1,2,2,2,2,2,2,2,2,4,0.48,1,1,4,4,0.46,1,34,1,2011.2012
62558,1,2,2,2,2,2,2,2,2,8,2.15,3,2,14,14,3.67,1,49,3,2011.2012
62559,1,2,2,2,2,2,2,2,2,4,0.49,1,2,5,5,0.51,1,75,1,2011.2012
62561,1,2,2,2,2,2,2,1,2,9,3.24,3,2,8,8,2.91,1,48,5,2011.2012
62562,2,2,2,2,2,2,2,2,2,1,0,1,1,1,1,0,1,26,2,2011.2012
62564,2,2,2,2,2,2,2,2,2,1,0.26,1,2,1,1,0.17,1,49,3,2011.2012
62565,2,2,2,2,2,2,2,2,1,3,1.1,1,1,7,5,1.84,2,27,5,2011.2012
62566,1,2,2,2,2,2,2,2,1,1,0,1,2,1,1,0.18,1,38,2,2011.2012
62568,1,2,2,2,2,2,2,2,2,5,0.89,1,2,4,4,0.56,1,25,2,2011.2012
62570,2,1,2,2,2,2,2,2,2,2,0.31,1,1,2,2,0.22,1,41,2,2011.2012
62571,1,1,2,2,2,2,2,1,2,11,2.98,3,2,14,14,3.06,1,30,5,2011.2012
62572,2,2,1,2,2,2,2,2,2,7,3.22,3,2,7,7,3.22,1,80,5,2011.2012
62573,1,2,2,2,2,2,2,2,2,2,0.66,1,2,6,3,1.1,1,48,4,2011.2012
62574,1,2,2,2,2,2,2,2,2,6,1.51,2,2,9,9,2.88,1,33,3,2011.2012
62576,1,2,2,2,2,1,2,2,2,9,2.22,3,1,9,9,2.22,2,66,1,2011.2012
62577,2,2,1,2,1,2,2,2,2,5,1.63,2,2,6,6,2.04,1,71,4,2011.2012
62578,1,2,2,2,2,2,2,2,2,6,1.16,1,2,7,7,1.55,1,31,4,2011.2012
62579,1,2,1,2,2,2,2,2,2,4,1.04,1,1,5,5,1.08,2,53,4,2011.2012
62581,2,1,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,48,4,2011.2012
62582,1,2,2,2,2,2,2,2,2,3,0.87,1,2,4,4,1.26,1,40,4,2011.2012
62583,1,1,1,2,1,2,2,2,2,7,1.61,2,2,8,8,1.95,1,49,5,2011.2012
62584,1,2,2,2,2,2,2,1,2,10,4.89,3,1,8,8,3.4,1,22,3,2011.2012
62585,2,2,1,2,2,2,2,2,2,3,0.98,1,2,3,3,0.98,1,80,3,2011.2012
62586,2,2,2,2,1,2,2,2,2,4,1.54,2,1,5,5,2.02,1,70,3,2011.2012
62587,1,1,1,2,2,1,2,2,2,3,1.07,1,1,3,3,1.07,1,73,4,2011.2012
62588,1,2,2,2,2,2,2,2,1,2,0.44,1,1,3,1,0.18,1,21,4,2011.2012
62589,1,2,2,2,2,2,2,2,2,7,1.89,3,2,7,7,1.89,1,75,4,2011.2012
62590,1,2,2,2,2,2,2,2,2,7,1.56,2,1,7,7,1.69,1,19,4,2011.2012
62591,1,2,2,2,2,2,2,1,2,8,2.15,3,1,14,14,3.58,1,36,3,2011.2012
62593,1,2,1,2,1,2,2,2,1,7,2.86,3,2,7,7,2.92,1,47,5,2011.2012
62595,1,2,2,2,2,2,2,2,2,11,4.53,3,2,14,14,4.32,2,31,3,2011.2012
62596,1,2,1,2,2,2,2,2,2,5,0.66,1,2,5,5,0.65,2,26,4,2011.2012
62597,1,2,2,2,2,2,2,2,2,6,1,1,2,6,6,1,1,60,2,2011.2012
62598,1,2,2,2,2,2,2,2,2,4,0.42,1,1,14,4,0.43,1,62,3,2011.2012
62599,1,2,1,2,2,1,2,2,1,4,0.69,1,2,5,5,0.76,1,50,4,2011.2012
62600,1,2,2,2,2,2,2,2,2,9,2.46,3,1,14,14,3.25,1,46,5,2011.2012
62601,1,2,1,2,1,2,2,2,1,11,5,3,1,14,14,5,1,52,5,2011.2012
62602,2,1,1,2,2,2,2,1,2,8,4.41,3,2,8,8,4.59,1,80,4,2011.2012
62603,1,2,1,1,2,2,2,2,2,6,1.34,2,2,6,6,1.25,1,46,2,2011.2012
62604,2,2,1,2,1,2,2,1,2,6,3.09,3,2,4,4,1.42,1,73,3,2011.2012
62605,2,2,2,2,2,2,2,2,1,4,0.65,1,1,4,4,0.65,1,43,3,2011.2012
62606,1,2,2,2,1,2,1,2,2,6,2.06,3,1,6,6,1.98,1,51,2,2011.2012
62607,2,2,1,1,2,1,2,2,1,3,0.52,1,1,1,1,0.04,1,51,3,2011.2012
62609,1,2,2,2,2,2,2,2,2,6,1.15,1,1,5,5,0.92,1,30,4,2011.2012
62610,1,2,2,2,2,2,2,2,2,3,0.53,1,2,3,3,0.39,2,32,1,2011.2012
62611,2,1,2,2,2,2,2,2,2,2,0.64,1,1,3,3,1.16,2,45,2,2011.2012
62612,1,2,2,2,2,2,2,2,2,10,3.11,3,2,9,9,2.68,2,38,5,2011.2012
62613,2,2,2,2,2,2,2,2,1,1,0,1,2,3,3,0.66,1,29,4,2011.2012
62614,1,1,2,2,2,2,2,2,2,11,4.46,3,1,15,15,4.47,1,43,5,2011.2012
62616,1,2,2,2,2,2,2,2,2,4,0.69,1,2,4,4,0.69,2,45,4,2011.2012
62617,1,2,2,2,2,2,2,2,2,6,1.11,1,1,6,6,1.11,1,36,4,2011.2012
62618,1,2,2,2,2,2,2,2,2,12,4.59,3,1,15,15,5,1,40,5,2011.2012
62619,2,2,1,1,2,2,2,2,1,7,3.86,3,1,7,7,3.21,1,80,5,2011.2012
62620,1,2,2,2,2,2,2,2,2,4,0.71,1,2,6,6,0.93,1,34,2,2011.2012
62621,1,2,2,2,2,2,2,2,2,7,1.56,2,1,8,8,1.95,1,42,4,2011.2012
62622,1,2,2,2,2,2,2,2,2,8,2.08,3,2,15,15,5,2,56,5,2011.2012
62623,2,2,1,1,2,2,2,2,1,6,1.57,2,2,6,6,1.57,1,80,2,2011.2012
62624,1,2,2,2,2,2,2,2,2,11,3.9,3,2,14,14,3.47,2,40,5,2011.2012
62625,1,2,2,2,2,2,2,1,2,11,4.4,3,2,15,15,5,1,57,3,2011.2012
62626,1,2,2,2,2,2,2,2,2,4,0.48,1,1,4,4,0.46,1,34,1,2011.2012
62627,1,2,2,2,2,2,2,2,2,5,0.83,1,2,9,9,2.29,1,33,3,2011.2012
62628,1,2,2,2,2,2,2,2,1,8,1.8,2,2,8,8,1.6,1,32,4,2011.2012
62630,1,2,1,2,1,2,2,2,2,4,1.61,2,2,3,3,1.25,1,68,2,2011.2012
62631,1,2,2,2,2,2,2,1,2,5,1.04,1,2,6,6,1.28,2,44,4,2011.2012
62632,1,2,2,2,2,2,2,2,1,5,1.3,1,1,5,5,1.08,1,46,1,2011.2012
62633,2,2,2,2,1,2,2,1,2,12,5,3,2,15,15,5,1,61,5,2011.2012
62634,2,2,1,2,1,2,2,1,2,8,3.26,3,1,8,8,3.06,1,68,2,2011.2012
62635,1,2,2,2,2,2,2,2,2,7,1.94,3,2,5,5,1.08,2,29,5,2011.2012
62636,1,2,2,2,2,2,2,2,2,4,0.84,1,1,4,4,0.86,1,36,3,2011.2012
62638,1,2,1,2,1,2,2,2,2,3,0.48,1,2,13,3,0.64,1,62,1,2011.2012
62639,1,2,2,2,2,2,2,2,2,9,3.97,3,2,9,9,3.97,2,28,2,2011.2012
62640,1,2,2,2,2,1,2,2,2,5,1.07,1,2,6,6,1.12,1,31,3,2011.2012
62641,1,2,2,2,2,2,2,2,2,7,1.36,2,1,14,14,2.83,1,36,2,2011.2012
62642,2,2,2,2,2,2,2,2,1,1,0.09,1,1,1,1,0.11,1,30,3,2011.2012
62644,2,2,1,1,2,2,2,2,2,5,1.93,3,1,5,5,1.79,1,61,4,2011.2012
62646,1,2,1,2,1,2,2,2,2,6,1.94,3,2,8,8,3.57,1,67,2,2011.2012
62648,1,2,1,2,2,1,2,1,2,9,4.08,3,2,10,10,4.76,2,49,5,2011.2012
62649,1,1,1,2,1,2,2,2,2,7,1.94,3,1,8,8,2.59,1,76,3,2011.2012
62650,2,2,1,2,1,2,2,2,2,9,3.97,3,1,6,6,1.85,2,71,1,2011.2012
62651,1,1,2,2,2,2,2,2,2,1,0,1,1,6,6,2.69,1,55,3,2011.2012
62652,1,2,2,2,2,2,2,2,2,3,0.43,1,1,14,14,2.44,1,71,3,2011.2012
62653,1,2,2,1,2,2,2,2,2,6,1.34,2,1,6,6,1.3,2,48,3,2011.2012
62654,1,2,2,2,2,2,1,2,1,1,0.25,1,1,5,2,0.42,1,24,3,2011.2012
62655,1,2,1,2,2,2,2,2,2,8,2.34,3,1,9,9,2.6,1,37,4,2011.2012
62658,1,2,1,2,1,2,2,1,2,6,2.31,3,1,6,6,2.3,1,68,3,2011.2012
62659,1,1,2,2,2,2,2,2,2,7,1.82,2,1,7,7,1.65,1,55,3,2011.2012
62661,1,2,2,2,2,2,2,2,2,7,3.97,3,1,14,7,3.67,1,30,5,2011.2012
62662,1,2,2,2,2,2,2,2,1,8,2.15,3,2,7,7,1.97,1,40,3,2011.2012
62663,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,34,5,2011.2012
62664,1,2,1,2,1,2,2,2,1,5,1.35,2,1,8,8,3.3,1,64,5,2011.2012
62665,2,2,1,1,1,2,2,2,2,7,1.8,2,2,7,7,1.8,1,47,3,2011.2012
62667,1,1,2,2,2,2,2,1,2,11,2.23,3,1,14,14,2.44,1,33,5,2011.2012
62668,1,2,2,2,2,2,2,2,2,5,0.92,1,1,6,6,1.22,1,42,4,2011.2012
62669,1,2,2,2,1,2,2,2,2,5,1.3,1,1,6,6,1.35,1,54,3,2011.2012
62670,1,1,2,2,2,2,2,2,1,7,0.96,1,1,8,8,1.28,1,32,3,2011.2012
62673,1,2,2,2,2,2,2,2,2,7,1.36,2,1,8,8,1.45,2,36,2,2011.2012
62674,1,1,2,2,2,2,2,2,1,6,1.45,2,2,6,6,1.16,1,33,5,2011.2012
62676,1,1,2,2,2,2,2,2,1,7,0.96,1,2,8,8,1.28,1,32,3,2011.2012
62677,1,1,2,2,2,2,2,2,2,10,4.49,3,2,10,10,4.76,1,27,4,2011.2012
62678,1,2,1,2,2,2,2,2,2,3,1.29,1,1,5,5,1.79,2,68,1,2011.2012
62679,1,1,2,2,2,2,2,2,2,3,0.54,1,2,6,3,0.54,2,43,1,2011.2012
62680,1,2,1,2,1,2,2,1,2,11,4.96,3,1,14,14,4.96,1,68,3,2011.2012
62681,1,2,2,2,2,2,2,2,2,5,0.71,1,2,3,3,0.33,1,40,1,2011.2012
62682,2,2,1,2,2,2,2,1,2,3,0.79,1,2,3,3,0.86,1,62,3,2011.2012
62686,2,2,1,2,1,2,2,1,2,6,1.98,3,2,7,7,2.31,1,80,3,2011.2012
62687,1,2,2,2,2,2,2,2,1,8,2.03,3,1,8,8,2,1,40,4,2011.2012
62688,1,2,2,2,2,2,2,2,2,5,1.59,2,1,6,6,1.98,2,47,5,2011.2012
62689,1,1,2,2,2,2,2,2,1,12,5,3,1,15,15,5,1,44,5,2011.2012
62691,1,2,2,2,2,2,2,2,2,7,1.61,2,1,7,7,1.79,1,51,3,2011.2012
62692,1,2,2,2,2,2,2,2,2,6,3.08,3,2,7,7,3.49,1,50,4,2011.2012
62693,2,2,1,2,1,2,2,2,2,5,2.2,3,2,5,5,2.2,1,69,2,2011.2012
62694,2,2,1,2,2,2,2,1,2,3,0.79,1,1,3,3,0.86,1,62,3,2011.2012
62695,2,1,2,2,2,2,2,2,2,2,0.31,1,2,2,2,0.22,1,41,2,2011.2012
62696,1,2,2,1,2,2,1,2,2,5,1.04,1,1,6,6,1.3,1,38,4,2011.2012
62697,1,1,2,2,2,2,2,2,2,4,0.86,1,1,6,6,1.43,1,23,3,2011.2012
62699,1,2,2,2,2,2,2,7,2,5,0.8,1,1,8,8,1.67,1,35,5,2011.2012
62700,1,1,2,2,2,2,2,2,2,5,0.71,1,1,3,3,0.31,1,28,3,2011.2012
62701,1,2,2,2,2,2,1,2,2,8,2.15,3,2,8,8,2.24,1,29,4,2011.2012
62702,1,2,2,2,2,2,2,2,2,7,1.56,2,2,6,6,1.3,1,27,4,2011.2012
62703,1,2,2,2,2,2,2,2,2,8,2.34,3,2,8,8,2.17,1,41,3,2011.2012
62705,1,1,2,2,2,2,2,1,2,10,4.89,3,2,15,15,5,1,30,4,2011.2012
62707,1,1,2,2,2,2,2,1,2,7,1.03,1,2,6,6,0.97,1,49,2,2011.2012
62708,1,2,2,2,2,2,2,1,2,6,1.4,2,1,6,6,1.34,2,52,3,2011.2012
62710,1,2,2,2,2,2,2,2,2,7,1.56,2,1,5,5,0.87,2,41,5,2011.2012
62711,1,2,2,2,2,2,2,2,2,8,3.1,3,1,6,6,2.04,2,31,5,2011.2012
62712,1,2,2,2,2,2,1,2,2,6,1.3,1,2,4,4,0.69,1,21,3,2011.2012
62714,2,2,1,2,2,2,2,2,2,3,0.68,1,1,3,3,0.68,1,75,1,2011.2012
62715,1,2,2,2,2,2,2,1,2,11,3.81,3,1,15,15,3.82,1,57,5,2011.2012
62717,1,1,2,2,2,2,2,2,2,5,2.2,3,2,6,4,1.38,1,50,3,2011.2012
62718,2,2,1,2,1,2,2,1,2,5,2.15,3,1,6,6,2.51,1,63,4,2011.2012
62719,2,2,1,2,2,2,2,2,2,8,4.51,3,1,15,8,4.66,2,68,1,2011.2012
62720,1,2,2,2,2,2,2,1,2,8,3.67,3,1,15,15,5,1,57,5,2011.2012
62721,1,2,2,2,2,2,2,1,2,12,5,3,2,15,15,5,1,33,5,2011.2012
62722,1,2,2,2,2,2,2,2,2,6,1.13,1,1,6,6,1.21,1,49,2,2011.2012
62723,1,2,2,2,1,2,2,1,2,12,5,3,2,15,15,5,1,31,5,2011.2012
62724,1,1,2,2,2,2,2,1,2,12,5,3,2,15,15,5,1,57,5,2011.2012
62725,1,2,2,2,2,2,2,2,2,8,1.37,2,2,8,8,1.43,1,23,4,2011.2012
62726,1,1,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,36,4,2011.2012
62727,2,2,1,2,1,2,2,2,2,5,1.59,2,2,6,6,1.65,1,80,4,2011.2012
62732,2,2,1,2,2,2,2,2,2,2,0.56,1,2,2,2,0.56,2,71,2,2011.2012
62733,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,36,5,2011.2012
62734,2,2,2,2,2,1,2,2,2,3,0.71,1,1,2,2,0.53,1,69,4,2011.2012
62735,1,2,2,2,2,2,2,2,2,12,4.43,3,1,15,15,5,1,33,5,2011.2012
62736,1,2,2,2,2,1,2,2,2,4,1.05,1,2,6,6,1.4,1,40,4,2011.2012
62737,1,2,2,2,2,2,2,2,2,3,0.65,1,1,3,3,0.7,2,58,1,2011.2012
62738,2,2,1,2,1,2,2,2,1,6,0.98,1,1,6,6,1.11,1,29,3,2011.2012
62739,2,2,1,2,1,2,2,1,1,9,3.14,3,1,8,8,2.49,1,74,5,2011.2012
62740,1,2,1,2,2,2,2,2,2,7,1.94,3,2,8,8,2.7,1,72,2,2011.2012
62742,2,2,1,1,2,2,2,2,2,5,1.63,2,1,6,6,1.7,2,70,1,2011.2012
62744,1,2,2,2,2,2,2,2,2,8,2.08,3,1,9,9,2.6,2,31,4,2011.2012
62747,1,2,2,2,2,2,2,2,2,9,2.22,3,1,14,14,2.78,2,52,4,2011.2012
62748,1,2,2,1,2,2,1,2,2,9,1.54,2,1,9,9,1.49,2,41,5,2011.2012
62749,1,2,2,2,2,2,2,1,2,11,5,3,1,15,15,5,1,48,2,2011.2012
62750,1,2,2,2,2,2,2,1,2,3,0.65,1,2,3,3,0.68,2,45,4,2011.2012
62751,1,2,2,2,2,2,2,2,1,7,0.93,1,1,7,7,1.03,1,20,3,2011.2012
62753,1,2,1,2,1,2,2,2,1,8,2.08,3,2,6,6,1.3,1,25,1,2011.2012
62755,2,1,2,2,2,2,1,2,2,2,0.26,1,2,3,3,0.66,1,19,3,2011.2012
62756,1,2,2,2,2,2,2,2,2,6,1.19,1,1,7,7,1.66,1,34,2,2011.2012
62758,1,2,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,40,5,2011.2012
62760,1,2,2,1,2,2,2,2,2,5,0.49,1,2,7,7,0.89,1,60,3,2011.2012
62761,2,2,1,2,1,2,2,2,2,7,2.61,3,1,6,6,1.97,1,67,3,2011.2012
62762,1,2,2,2,2,2,2,2,2,9,1.94,3,2,10,10,2.26,1,34,4,2011.2012
62763,1,2,2,2,2,2,2,1,2,12,5,3,1,15,15,5,1,29,4,2011.2012
62764,1,2,2,1,2,1,2,2,2,1,0,1,2,1,1,0.36,1,51,3,2011.2012
62765,1,2,2,2,2,2,2,1,2,7,2.45,3,2,7,7,2.45,2,29,5,2011.2012
62769,1,2,2,2,2,2,1,2,2,5,0.97,1,2,5,5,0.89,1,51,2,2011.2012
62770,1,2,2,2,2,2,2,1,2,8,2.59,3,1,14,14,4.32,1,28,5,2011.2012
62771,2,2,1,2,2,1,2,2,2,2,0.75,1,1,2,2,0.75,1,30,2,2011.2012
62772,1,2,2,2,2,2,2,2,2,11,5,3,2,15,15,5,2,46,5,2011.2012
62773,2,2,2,2,2,2,1,2,1,3,0.52,1,2,1,1,0.19,1,50,4,2011.2012
62774,2,2,2,2,1,1,2,2,2,3,0.46,1,1,3,3,0.39,1,80,4,2011.2012
62775,1,2,2,1,2,2,2,2,2,4,1.01,1,2,6,6,1.36,2,48,1,2011.2012
62776,1,2,2,2,2,2,2,2,1,5,1.17,1,1,6,6,1.62,1,31,3,2011.2012
62777,1,2,2,2,2,2,2,2,2,7,3.42,3,1,15,5,1.93,1,28,5,2011.2012
62778,1,2,2,2,2,2,2,2,2,11,3.64,3,2,14,14,4.12,1,35,5,2011.2012
62780,1,1,2,2,2,2,2,2,2,12,5,3,2,15,15,5,1,40,5,2011.2012
62781,1,2,2,2,2,2,2,2,2,5,0.7,1,2,5,5,0.71,1,31,2,2011.2012
62783,1,2,2,2,2,2,2,2,2,3,0.4,1,2,4,4,0.57,1,26,3,2011.2012
62784,1,2,1,2,1,2,2,2,2,7,1.49,2,1,7,7,1.49,1,62,4,2011.2012
62785,1,2,2,2,2,2,2,1,2,9,2.68,3,1,14,14,3.8,1,48,5,2011.2012
62786,1,1,2,2,2,2,2,2,2,3,0.57,1,1,4,4,0.74,1,42,3,2011.2012
62787,1,1,2,2,2,2,2,1,2,12,4,3,2,15,15,5,2,58,5,2011.2012
62788,1,2,2,2,2,2,2,2,2,6,1.19,1,1,4,4,0.73,2,35,1,2011.2012
62789,2,2,2,2,2,2,1,2,2,4,1.54,2,2,6,5,2.2,2,26,4,2011.2012
62791,1,2,1,2,2,2,2,2,2,5,1.17,1,1,5,5,1.3,1,46,3,2011.2012
62792,1,2,2,2,2,2,2,2,2,3,1.07,1,2,3,3,1.09,1,52,4,2011.2012
62793,2,1,1,2,2,2,2,1,2,6,2.2,3,1,15,15,5,1,72,3,2011.2012
62794,1,2,2,2,2,2,2,2,2,5,1.04,1,2,8,8,2.17,2,45,5,2011.2012
62798,1,1,2,2,2,2,2,2,2,5,1.26,1,1,6,6,1.57,2,50,2,2011.2012
62800,1,2,2,2,2,2,2,1,2,9,2.66,3,2,9,9,2.66,1,45,3,2011.2012
62801,2,2,2,2,2,2,1,2,2,2,0.38,1,2,3,3,0.63,1,44,2,2011.2012
62802,1,2,2,2,2,2,2,2,2,6,1.57,2,1,6,6,1.57,1,29,4,2011.2012
62803,1,2,2,2,2,2,2,2,2,11,3.29,3,2,14,14,3.15,1,34,4,2011.2012
62804,1,2,1,2,1,2,2,1,2,10,4.68,3,1,14,14,5,1,66,5,2011.2012
62805,1,2,2,2,2,2,2,2,2,10,4.36,3,2,9,9,4.1,2,41,5,2011.2012
62806,1,2,1,1,2,1,2,2,2,2,0.76,1,1,4,2,0.76,1,53,2,2011.2012
62807,2,2,1,2,2,2,2,1,2,8,3.51,3,1,9,9,4.15,1,64,4,2011.2012
62809,2,2,2,2,2,2,2,2,1,4,1.4,2,2,1,1,0.23,1,51,3,2011.2012
62810,1,2,2,2,2,2,2,2,2,5,0.69,1,2,6,6,0.97,1,43,2,2011.2012
62811,1,2,2,2,2,2,1,2,2,1,0,1,2,12,6,2.69,2,57,5,2011.2012
62813,2,2,1,2,2,2,2,2,2,3,1.16,1,1,3,3,1.16,1,71,4,2011.2012
62814,2,2,1,2,1,2,2,1,2,4,1.06,1,1,5,5,1.7,1,72,2,2011.2012
62815,1,2,2,2,2,2,2,2,2,7,1.56,2,1,8,8,2.17,1,30,4,2011.2012
62816,2,2,2,2,2,2,2,2,1,3,0.88,1,1,7,4,1.38,2,23,4,2011.2012
62817,1,2,1,2,1,2,1,2,2,4,1.06,1,1,6,3,0.94,1,41,3,2011.2012
62818,1,2,2,2,2,2,2,2,1,6,1.28,1,2,7,7,1.34,1,53,4,2011.2012
62819,1,1,2,2,2,2,2,1,2,7,1.56,2,2,8,8,2.17,1,59,4,2011.2012
62820,2,2,2,1,2,1,2,2,2,4,0.68,1,2,4,4,0.76,2,53,1,2011.2012
62821,2,2,1,1,2,1,2,2,2,6,1.9,3,2,7,6,1.88,1,56,3,2011.2012
62822,1,2,2,2,2,2,2,2,2,1,0,1,1,8,4,1.38,1,33,5,2011.2012
62823,2,2,2,2,2,1,2,2,2,1,0.19,1,1,1,1,0.18,1,46,2,2011.2012
62824,1,2,2,2,2,2,2,2,2,12,4.62,3,2,14,14,4.03,1,40,5,2011.2012
62825,1,2,2,2,2,2,1,2,2,5,0.31,1,2,7,7,0.51,1,54,1,2011.2012
62826,2,2,1,2,2,2,2,1,2,3,1.11,1,2,3,3,1.12,1,80,1,2011.2012
62828,1,2,2,2,2,2,2,2,2,2,0.77,1,2,7,2,0.78,1,26,3,2011.2012
62830,1,2,2,2,2,2,2,1,1,11,5,3,1,14,14,5,1,36,5,2011.2012
62832,1,2,2,2,2,2,2,2,1,1,0,1,2,3,3,0.54,1,42,2,2011.2012
62833,2,2,2,2,2,2,2,2,1,2,0.25,1,2,1,1,0.21,1,75,1,2011.2012
62834,1,2,2,2,2,2,2,2,2,3,0.3,1,1,6,6,0.8,1,34,3,2011.2012
62835,1,1,1,2,2,2,2,2,1,11,3.01,3,2,14,14,3.48,1,43,4,2011.2012
