Unnamed: 0,RespondentID,Income_Wages,Income_SelfEmployment,Income_SocialSecurity,Income_DisabilityPension,Income_RetirementPension,Income_SSI,Income_CashAssistance,Income_InterestDividends,Income_OtherSources,MonthlyIncomeRange,PovertyLevelIndex,PovertyLevelCategory,Savings_Over5000,TotalSavings
4925,67085,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.59,2.0,2.0,1.0
4926,67086,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.35,1.0,2.0,1.0
4927,67087,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,1.08,1.0,2.0,1.0
4928,67088,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,3.1,3.0,2.0,1.0
4929,67089,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.82,2.0,2.0,1.0
4930,67090,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.17,1.0,,
4931,67091,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.89,1.0,2.0,1.0
4932,67092,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,8.0,4.08,3.0,,
4933,67093,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.44,1.0,2.0,1.0
4934,67094,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
4935,67095,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,1.57,2.0,2.0,1.0
4936,67096,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.7,1.0,2.0,1.0
4937,67097,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.15,3.0,2.0,1.0
4938,67098,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.42,1.0,2.0,1.0
4939,67099,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.53,1.0,2.0,1.0
4940,67100,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.74,2.0,2.0,1.0
4941,67101,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.31,1.0,2.0,1.0
4942,67102,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,1.35,2.0,2.0,1.0
4943,67103,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,1.3,1.0,2.0,1.0
4944,67104,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.78,1.0,2.0,77.0
4945,67105,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.35,1.0,2.0,1.0
4946,67106,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.37,1.0,2.0,1.0
4947,67107,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.66,1.0,2.0,1.0
4948,67108,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.6,1.0,2.0,1.0
4949,67109,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,3.12,3.0,,
4950,67110,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,77.0,,7.0,7.0,
4951,67111,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.2,1.0,2.0,2.0
4952,67112,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
4953,67113,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,99.0,,3.0,,
4954,67114,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
4955,67115,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,99.0,,3.0,,
4956,67116,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,5.0,3.0,,
4957,67117,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.94,1.0,2.0,1.0
4958,67118,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.56,2.0,2.0,1.0
4959,67119,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,1.63,2.0,2.0,1.0
4960,67120,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,9.0,5.0,3.0,,
4961,67121,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.15,3.0,2.0,1.0
4962,67122,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.63,2.0,,
4963,67123,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.33,1.0,2.0,1.0
4964,67124,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.03,1.0,2.0,1.0
4965,67125,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,3.67,3.0,,
4966,67126,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.33,1.0,2.0,1.0
4967,67127,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,3.21,3.0,,
4968,67128,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.04,1.0,2.0,1.0
4969,67129,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.23,3.0,,
4970,67130,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.61,2.0,2.0,1.0
4971,67131,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,0.94,1.0,2.0,1.0
4972,67132,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.35,2.0,2.0,1.0
4973,67133,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
4974,67134,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.69,3.0,,
4975,67135,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,3.49,3.0,,
4976,67136,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
4977,67137,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.47,2.0,,
4978,67138,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
4979,67139,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.36,1.0,2.0,1.0
4980,67140,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.93,3.0,,
4981,67141,7.0,7.0,1.0,2.0,7.0,2.0,2.0,1.0,2.0,77.0,,7.0,7.0,
4982,67142,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.33,1.0,2.0,1.0
4983,67143,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.98,1.0,,
4984,67144,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,,
4985,67145,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
4986,67146,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,99.0,,2.0,2.0,1.0
4987,67147,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.04,1.0,2.0,2.0
4988,67148,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.84,1.0,2.0,1.0
4989,67149,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,2.49,3.0,,
4990,67150,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.35,1.0,2.0,1.0
4991,67151,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.79,1.0,2.0,2.0
4992,67152,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.39,1.0,2.0,1.0
4993,67153,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0
4994,67154,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,12.0,5.0,3.0,,
4995,67155,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
4996,67156,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.55,2.0,,
4997,67157,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,9.0,2.0,99.0
4998,67158,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.44,1.0,2.0,1.0
4999,67159,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,77.0,,7.0,7.0,
5000,67160,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,8.0,2.42,3.0,,
5001,67161,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,2.26,3.0,,
5002,67162,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.94,3.0,2.0,5.0
5003,67163,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.19,1.0,2.0,1.0
5004,67164,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
5005,67165,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.66,1.0,2.0,1.0
5006,67166,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.78,1.0,2.0,1.0
5007,67167,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,
5008,67168,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.4,1.0,2.0,1.0
5009,67169,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,3.0,,
5010,67170,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.24,1.0,2.0,1.0
5011,67171,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.81,1.0,2.0,1.0
5012,67172,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.86,3.0,,
5013,67173,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,12.0,5.0,3.0,2.0,2.0
5014,67174,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.43,2.0,,
5015,67175,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
5016,67176,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.05,1.0,,
5017,67177,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.86,1.0,2.0,1.0
5018,67178,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.53,1.0,2.0,1.0
5019,67179,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0
5020,67180,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,2.06,3.0,,
5021,67181,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.16,1.0,2.0,1.0
5022,67182,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,3.77,3.0,,
5023,67183,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,1.82,2.0,,
5024,67184,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.75,3.0,,
5025,67185,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.89,3.0,,
5026,67186,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,10.0,2.95,3.0,,
5027,67187,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,0.31,1.0,2.0,1.0
5028,67188,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.82,2.0,2.0,1.0
5029,67189,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.29,1.0,2.0,1.0
5030,67190,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,5.0,3.0,,
5031,67191,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.59,2.0,2.0,1.0
5032,67192,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.7,3.0,,
5033,67193,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.92,1.0,2.0,1.0
5034,67194,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.46,1.0,,
5035,67195,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,3.97,3.0,,
5036,67196,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,8.0,1.31,2.0,2.0,2.0
5037,67197,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,9.0,4.08,3.0,,
5038,67198,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.79,1.0,2.0,1.0
5039,67199,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
5040,67200,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,3.2,3.0,,
5041,67201,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.55,1.0,2.0,1.0
5042,67202,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,,
5043,67203,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.65,2.0,,
5044,67204,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.27,1.0,2.0,1.0
5045,67205,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,3.9,3.0,,
5046,67206,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.26,1.0,2.0,1.0
5047,67207,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.39,2.0,2.0,1.0
5048,67208,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,2.49,3.0,,
5049,67209,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.93,3.0,1.0,
5050,67210,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.47,1.0,2.0,1.0
5051,67211,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.16,1.0,2.0,1.0
5052,67212,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,5.0,3.0,,
5053,67213,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.25,1.0,2.0,77.0
5054,67214,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,11.0,5.0,3.0,,
5055,67215,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,0.56,1.0,2.0,1.0
5056,67216,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,77.0,,1.0,2.0,1.0
5057,67217,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,2.33,3.0,2.0,1.0
5058,67218,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,99.0,,3.0,,
5059,67219,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
5060,67220,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,5.0,3.0,,
5061,67221,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.47,2.0,2.0,3.0
5062,67222,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,7.0,1.38,2.0,1.0,
5063,67223,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,0.89,1.0,2.0,5.0
5064,67224,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,1.0,2.0,1.0
5065,67225,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0
5066,67226,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.89,1.0,2.0,1.0
5067,67227,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,4.36,3.0,,
5068,67228,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.57,2.0,,
5069,67229,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,1.04,1.0,2.0,1.0
5070,67230,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,12.0,5.0,3.0,,
5071,67231,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.73,1.0,2.0,1.0
5072,67232,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.54,1.0,2.0,3.0
5073,67233,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.47,1.0,2.0,1.0
5074,67234,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,10.0,2.32,3.0,,
5075,67235,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,0.78,1.0,2.0,3.0
5076,67236,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
5077,67237,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,9.0,2.0,3.0
5078,67238,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.22,3.0,,
5079,67239,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.26,1.0,2.0,2.0
5080,67240,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.82,2.0,,
5081,67241,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,0.82,1.0,2.0,1.0
5082,67242,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,2.59,3.0,1.0,
5083,67243,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.68,1.0,2.0,1.0
5084,67244,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.58,1.0,2.0,1.0
5085,67245,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
5086,67246,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,,
5087,67247,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.78,2.0,,
5088,67248,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.57,1.0,2.0,1.0
5089,67249,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.28,1.0,2.0,1.0
5090,67250,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,
5091,67251,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.27,1.0,2.0,1.0
5092,67252,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.1,1.0,2.0,1.0
5093,67253,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,12.0,4.83,3.0,,
5094,67254,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.98,1.0,2.0,1.0
5095,67255,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
5096,67256,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,2.0,9.0,
5097,67257,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
5098,67258,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,1.96,3.0,,
5099,67259,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,4.28,3.0,,
5100,67260,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.7,1.0,2.0,1.0
5101,67261,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,99.0,,9.0,9.0,
5102,67262,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.39,1.0,2.0,1.0
5103,67263,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.15,1.0,2.0,1.0
5104,67264,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.61,2.0,1.0,
5105,67265,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.89,3.0,2.0,3.0
5106,67266,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.89,1.0,2.0,1.0
5107,67267,1.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,,,,,
5108,67268,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,77.0,,1.0,2.0,1.0
5109,67269,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,,
5110,67270,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.26,1.0,2.0,1.0
5111,67271,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,0.41,1.0,2.0,1.0
5112,67272,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,0.52,1.0,2.0,1.0
5113,67273,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,1.0,2.0,1.0
5114,67274,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,2.68,3.0,,
5115,67275,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.86,1.0,2.0,1.0
5116,67276,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.12,1.0,2.0,1.0
5117,67277,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,,1.0,2.0,1.0
5118,67278,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.41,1.0,2.0,1.0
5119,67279,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.38,1.0,2.0,1.0
5120,67280,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.15,3.0,,
5121,67281,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
5122,67282,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.46,1.0,2.0,1.0
5123,67283,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,4.0,3.0,,
5124,67284,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,1.6,2.0,2.0,2.0
5125,67285,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,3.33,3.0,,
5126,67286,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,5.0,3.0,,
5127,67287,2.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,5.0,0.44,1.0,9.0,
5128,67288,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
5129,67289,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,11.0,3.64,3.0,,
5130,67290,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.03,1.0,2.0,1.0
5131,67291,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.19,1.0,1.0,
5132,67292,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.01,1.0,2.0,1.0
5133,67293,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,5.0,3.0,,
5134,67294,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,1.56,2.0,2.0,1.0
5135,67295,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,11.0,4.21,3.0,,
5136,67296,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.11,1.0,2.0,1.0
5137,67297,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.18,1.0,2.0,6.0
5138,67298,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,1.02,1.0,2.0,1.0
5139,67299,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.5,1.0,2.0,1.0
5140,67300,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,11.0,3.9,3.0,,
5141,67301,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0
5142,67302,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.16,1.0,2.0,99.0
5143,67303,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,12.0,4.0,3.0,,
5144,67304,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.11,1.0,1.0,
5145,67305,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0
5146,67306,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.3,1.0,2.0,77.0
5147,67307,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.52,1.0,2.0,1.0
5148,67308,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.75,1.0,2.0,1.0
5149,67309,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.44,1.0,,
5150,67310,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.15,3.0,2.0,1.0
5151,67311,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.82,2.0,,
5152,67312,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,9.0,2.66,3.0,,
5153,67313,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.16,1.0,2.0,1.0
5154,67314,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.05,1.0,9.0,
5155,67315,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.61,2.0,2.0,1.0
5156,67316,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.31,1.0,2.0,1.0
5157,67317,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,4.83,3.0,,
5158,67318,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,1.8,2.0,1.0,
5159,67319,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.63,1.0,2.0,1.0
