"","SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ244","IND247"
"2881",76437,1,2,1,2,2,2,2,2,2,3,0.9,1,2,1
"2882",76438,1,1,2,2,2,2,2,2,2,5,1.55,2,1,NA
"2883",76439,1,2,2,2,2,2,2,2,2,6,0.56,1,2,1
"2884",76440,1,2,1,2,2,2,2,2,2,8,3.33,3,NA,NA
"2885",76441,1,2,2,2,2,2,2,2,1,11,3.77,3,NA,NA
"2886",76442,2,2,1,2,2,2,2,2,1,10,4.58,3,NA,NA
"2887",76443,1,2,1,2,1,2,2,2,2,2,0.29,1,2,3
"2888",76444,1,2,2,2,1,2,2,1,2,12,4.35,3,NA,NA
"2889",76445,1,2,2,2,2,2,2,2,2,4,0.56,1,2,1
"2890",76446,1,2,2,2,2,2,2,2,2,6,2.19,3,NA,NA
"2891",76447,1,1,1,2,2,2,2,1,2,7,3.08,3,NA,NA
"2892",76448,1,2,2,2,2,2,1,2,2,4,0.56,1,2,1
"2893",76449,1,2,2,2,2,2,2,2,2,10,2.36,3,NA,NA
"2894",76450,1,2,1,2,2,2,2,2,1,3,0.44,1,2,1
"2895",76451,1,2,2,2,2,2,2,2,2,99,NA,1,2,1
"2896",76452,1,2,2,2,2,2,2,2,2,9,2.15,3,NA,NA
"2897",76453,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
"2898",76454,1,1,2,2,2,2,2,2,2,12,5,3,NA,NA
"2899",76455,2,2,1,2,2,1,2,2,2,2,0.75,1,2,1
"2900",76456,1,2,2,2,2,2,2,2,2,8,1.87,3,2,1
"2901",76457,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
"2902",76458,1,2,2,2,2,2,2,1,1,9,2.15,3,1,NA
"2903",76459,1,2,2,2,2,2,2,2,2,4,1.16,1,2,1
"2904",76460,1,2,2,2,2,2,2,2,1,7,1.84,2,2,1
"2905",76461,2,2,2,1,2,2,2,2,2,5,0.68,1,2,1
"2906",76462,1,2,2,2,2,2,2,2,1,3,0.3,1,2,1
"2907",76463,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"2908",76464,1,2,2,2,2,2,2,2,2,11,2.83,3,NA,NA
"2909",76465,2,1,1,2,1,2,2,2,2,7,1.84,2,NA,NA
"2910",76466,1,2,2,2,2,2,2,2,2,1,0,1,2,1
"2911",76467,2,2,2,2,2,2,2,2,2,2,0.25,1,2,1
"2912",76468,1,2,1,2,2,2,2,1,2,6,1.91,3,NA,NA
"2913",76469,1,2,2,1,1,2,2,2,2,6,1.32,2,1,NA
"2914",76470,1,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA
"2915",76471,2,2,2,2,2,2,1,2,2,4,0.56,1,2,1
"2916",76472,1,2,2,2,2,2,2,2,2,9,3.81,3,NA,NA
"2917",76473,2,2,2,2,2,2,2,2,2,3,0.77,1,2,1
"2918",76474,1,2,2,2,2,2,2,2,2,7,1.29,1,2,1
"2919",76475,2,2,1,2,1,2,2,2,2,99,NA,2,2,1
"2920",76476,1,2,2,2,2,2,2,2,2,2,0.51,1,2,1
"2921",76477,2,2,2,2,2,2,2,2,2,7,1.97,3,NA,NA
"2922",76478,1,2,2,2,2,2,2,2,2,10,3.06,3,NA,NA
"2923",76479,1,2,2,2,2,2,2,2,2,12,3.8,3,NA,NA
"2924",76480,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"2925",76481,1,2,1,2,2,2,2,2,1,11,3.11,3,NA,NA
"2926",76482,1,2,2,1,2,2,2,2,1,5,2.09,3,NA,NA
"2927",76483,1,2,2,2,2,2,2,1,2,11,2.36,3,NA,NA
"2928",76484,1,2,2,2,2,2,2,2,2,3,0.4,1,2,1
"2929",76485,1,2,2,2,2,2,2,2,2,2,0.3,1,2,1
"2930",76486,1,1,2,2,2,2,2,2,2,5,0.73,1,2,1
"2931",76487,1,2,2,2,2,2,2,2,2,7,1.29,1,2,1
"2932",76488,1,2,2,2,2,2,2,2,2,4,0.65,1,2,1
"2933",76489,1,2,2,2,2,2,2,2,2,9,2.15,3,NA,NA
"2934",76490,1,1,1,2,2,2,2,1,2,6,1.6,2,NA,NA
"2935",76491,1,2,2,2,2,2,2,2,2,12,5,3,2,1
"2936",76492,2,1,2,2,2,2,2,1,2,12,5,3,NA,NA
"2937",76493,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
"2938",76494,1,2,2,2,2,2,2,2,2,4,0.91,1,2,3
"2939",76495,1,2,2,2,2,2,2,2,2,7,0.9,1,2,1
"2940",76496,2,2,2,2,2,2,2,2,1,3,0.4,1,2,1
"2941",76497,1,2,2,2,2,2,2,2,2,7,1.14,1,2,1
"2942",76498,1,2,2,2,2,2,2,2,2,7,1.51,2,2,1
"2943",76499,1,2,2,2,2,2,2,2,2,77,NA,1,2,1
"2944",76500,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"2945",76501,1,2,2,2,1,2,2,2,2,5,0.87,1,2,1
"2946",76502,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
"2947",76503,1,2,2,2,2,2,2,1,1,12,5,3,NA,NA
"2948",76504,1,2,2,2,2,2,2,2,2,8,2.01,3,2,1
"2949",76505,2,1,2,2,2,2,1,2,1,6,0.9,1,2,2
"2950",76506,1,2,2,1,2,2,2,2,1,6,1.26,1,7,NA
"2951",76507,1,2,2,2,2,2,2,2,2,10,2.58,3,NA,NA
"2952",76508,2,2,2,2,2,2,2,2,1,6,2.26,3,2,1
"2953",76509,1,2,2,2,2,2,2,2,2,3,0.84,1,1,NA
"2954",76510,2,2,2,2,2,2,2,2,1,1,0.1,1,2,1
"2955",76511,1,2,2,2,2,2,2,2,2,5,1.39,2,2,1
"2956",76512,1,2,2,2,2,2,2,2,2,77,NA,1,2,1
"2957",76513,7,7,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
"2958",76514,1,2,2,2,2,2,2,2,2,9,3.81,3,NA,NA
"2959",76515,2,2,1,2,2,2,2,2,2,3,0.84,1,2,1
"2960",76516,1,2,2,2,2,2,2,2,2,3,0.25,1,2,1
"2961",76517,2,1,2,2,2,2,2,2,2,1,0.03,1,2,1
"2962",76518,1,2,2,2,2,2,2,2,2,3,1.03,1,2,2
"2963",76519,1,2,2,2,2,2,2,2,2,3,0.25,1,2,1
"2964",76520,1,2,2,2,2,2,2,2,2,8,2.04,3,NA,NA
"2965",76521,1,2,1,2,1,2,2,2,2,11,2.4,3,NA,NA
"2966",76522,2,2,2,2,2,2,2,2,2,1,0,1,2,1
"2967",76523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2968",76524,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
"2969",76525,1,2,2,2,2,2,2,2,2,7,1.82,2,2,1
"2970",76526,1,1,1,2,2,2,2,1,2,12,4.13,3,NA,NA
"2971",76527,1,1,1,2,2,2,2,1,2,10,4.58,3,NA,NA
"2972",76528,2,1,2,2,2,2,2,1,2,12,4.3,3,NA,NA
"2973",76529,2,2,2,2,2,2,2,1,2,7,1.82,2,1,NA
"2974",76530,2,2,1,2,2,2,2,2,2,4,1.32,2,1,NA
"2975",76531,2,2,1,2,1,2,2,1,2,6,2.51,3,1,NA
"2976",76532,2,2,2,2,2,2,2,2,2,5,2.06,3,2,1
"2977",76533,1,2,1,2,1,2,2,2,2,7,2.84,3,NA,NA
"2978",76534,2,2,2,2,2,1,2,2,2,3,0.88,1,2,1
"2979",76535,1,2,2,2,2,2,2,2,2,7,1.14,1,2,1
"2980",76536,1,1,1,1,1,1,1,1,2,12,5,3,NA,NA
"2981",76537,1,1,2,2,2,2,2,2,2,2,0.3,1,2,1
"2982",76538,1,2,2,2,2,2,2,1,2,10,3.38,3,NA,NA
"2983",76539,1,2,2,2,2,2,2,1,1,12,4.73,3,NA,NA
"2984",76540,1,2,1,2,1,2,2,2,1,9,3.87,3,NA,NA
"2985",76541,1,2,2,2,2,2,2,2,2,6,1.7,2,2,1
"2986",76542,1,1,1,1,2,2,2,2,2,6,0.68,1,2,1
"2987",76543,1,1,2,2,2,2,2,2,2,7,0.91,1,2,1
"2988",76544,1,2,2,2,2,2,2,2,2,77,NA,1,2,1
"2989",76545,1,2,2,2,2,2,2,2,2,1,0.23,1,2,1
"2990",76546,1,2,2,2,2,2,2,2,2,6,0.78,1,NA,NA
"2991",76547,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"2992",76548,1,2,1,2,1,2,2,2,2,8,2.77,3,NA,NA
"2993",76549,2,2,2,1,2,1,2,2,2,3,0.86,1,2,1
"2994",76550,1,2,1,2,1,2,2,2,2,6,1.91,3,2,1
"2995",76551,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"2996",76552,2,2,2,2,2,2,1,2,2,4,0.56,1,2,1
"2997",76553,1,2,2,2,2,2,2,2,2,4,1.54,2,2,1
"2998",76554,1,2,1,2,1,2,1,2,1,12,4,3,NA,NA
"2999",76555,1,2,1,2,2,2,2,2,2,7,1.38,2,NA,NA
"3000",76556,1,2,2,2,2,2,2,2,2,8,1.93,3,NA,NA
"3001",76557,1,1,2,2,2,2,2,2,2,6,1.09,1,2,1
"3002",76558,1,1,2,2,2,2,2,1,2,11,4.3,3,NA,NA
"3003",76559,1,2,2,2,2,2,2,2,1,7,1.31,2,1,NA
"3004",76560,1,2,2,2,2,2,2,1,2,9,3.87,3,NA,NA
"3005",76561,1,2,2,2,2,2,2,2,1,3,0.43,1,2,1
"3006",76562,1,2,2,2,2,2,2,2,2,4,0.41,1,2,1
"3007",76563,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"3008",76564,1,2,2,2,2,2,2,2,2,7,1.14,1,2,1
"3009",76565,2,2,1,2,1,2,2,1,2,9,3.81,3,NA,NA
"3010",76566,1,2,2,2,2,2,2,2,2,7,1.89,3,2,2
"3011",76567,1,2,2,2,2,2,2,2,2,10,5,3,NA,NA
"3012",76568,1,2,2,2,2,2,2,2,2,10,4.64,3,NA,NA
"3013",76569,1,2,2,2,2,2,2,2,1,4,0.75,1,2,1
"3014",76570,1,2,1,2,2,1,2,2,2,6,0.69,1,2,1
"3015",76571,1,2,2,2,2,2,2,1,2,11,5,3,NA,NA
"3016",76572,1,2,2,1,1,2,2,2,2,9,1.88,3,NA,NA
"3017",76573,1,2,2,2,2,2,2,1,2,11,4.85,3,NA,NA
"3018",76574,1,2,2,2,2,2,2,2,2,4,0.61,1,2,1
"3019",76575,1,2,1,2,1,2,2,1,2,11,4.3,3,NA,NA
"3020",76576,2,1,1,2,2,2,2,2,2,12,5,3,NA,NA
"3021",76577,1,2,2,2,2,2,2,2,2,5,1.23,1,2,1
"3022",76578,1,1,2,2,2,2,1,1,2,6,2.67,3,NA,NA
"3023",76579,1,2,2,2,2,2,2,2,2,2,0.3,1,2,1
"3024",76580,1,2,1,2,2,2,2,2,2,6,1.86,3,NA,NA
"3025",76581,1,1,2,2,2,2,2,1,2,8,1.72,2,NA,NA
"3026",76582,1,2,2,2,2,2,2,2,2,8,2.43,3,NA,NA
"3027",76583,1,2,2,2,2,2,2,2,2,7,1,1,2,1
"3028",76584,1,2,1,2,2,2,2,1,2,99,NA,3,NA,NA
"3029",76585,1,2,2,2,2,2,2,2,2,5,0.75,1,2,1
"3030",76586,1,2,2,2,2,2,1,2,1,3,0.85,1,2,1
"3031",76587,1,2,2,2,2,2,2,2,2,10,1.82,2,NA,NA
"3032",76588,1,2,2,2,2,2,2,2,2,99,NA,1,2,1
"3033",76589,2,2,2,2,2,2,1,2,2,2,0.72,1,2,1
"3034",76590,2,2,1,1,2,2,2,1,2,7,3.08,3,NA,NA
"3035",76591,1,1,2,2,2,2,2,1,2,11,4.08,3,NA,NA
"3036",76592,1,2,2,2,2,2,2,2,2,7,1.52,2,NA,NA
"3037",76593,2,2,1,2,2,2,2,2,2,2,0.73,1,2,1
"3038",76594,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"3039",76595,1,2,2,2,2,2,2,2,2,3,0.3,1,2,1
"3040",76596,1,1,2,2,2,2,2,2,2,77,NA,3,NA,NA
"3041",76597,1,1,2,2,2,2,2,2,2,5,0.87,1,9,NA
"3042",76598,1,2,2,1,2,2,1,2,1,3,0.61,1,NA,NA
"3043",76599,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
"3044",76600,2,1,2,2,2,2,2,2,2,1,0.03,1,2,1
"3045",76601,1,1,2,2,2,2,2,1,2,8,1.72,2,NA,NA
"3046",76602,2,1,2,2,2,2,2,2,2,3,0.76,1,2,1
"3047",76603,2,1,2,2,2,2,2,2,2,1,0.03,1,2,1
"3048",76604,2,2,1,2,2,2,2,1,2,3,1.25,1,1,NA
"3049",76605,1,2,2,2,2,2,2,2,2,1,0,1,1,NA
"3050",76606,1,2,2,2,2,2,2,2,2,11,4.85,3,NA,NA
"3051",76607,1,2,2,2,2,2,2,2,1,4,0.85,1,2,1
"3052",76608,1,1,2,2,2,2,2,2,2,99,NA,1,9,NA
"3053",76609,1,2,2,2,2,2,2,2,2,3,0.45,1,2,1
"3054",76610,1,2,2,2,2,2,2,2,2,5,1.53,2,2,1
"3055",76611,1,2,2,2,2,2,2,2,2,8,1.82,2,2,3
"3056",76612,1,2,2,2,2,2,2,2,2,8,2.04,3,NA,NA
"3057",76613,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"3058",76614,1,2,2,2,1,2,2,1,2,12,5,3,NA,NA
"3059",76615,1,2,1,1,1,2,2,2,2,6,2.01,3,2,1
"3060",76616,1,2,2,2,2,2,2,2,2,11,5,3,NA,NA
"3061",76617,1,2,2,1,2,1,2,2,2,3,0.61,1,2,1
"3062",76618,1,2,2,1,2,2,2,2,1,10,2.61,3,NA,NA
"3063",76619,1,2,2,2,2,2,2,2,2,3,1.04,1,2,1
"3064",76620,1,2,2,2,2,2,2,2,2,3,0.52,1,2,1
"3065",76621,1,2,2,2,2,2,2,2,2,9,3.07,3,2,3
"3066",76622,1,2,1,2,2,2,2,2,2,6,1.06,1,2,1
"3067",76623,1,1,2,2,2,2,2,2,2,77,NA,3,2,1
"3068",76624,1,2,2,2,2,2,2,2,2,1,0,1,2,1
"3069",76625,1,2,2,2,2,2,1,2,2,4,0.72,1,2,1
"3070",76626,1,2,2,2,1,2,2,2,2,12,5,3,NA,NA
"3071",76627,1,2,1,2,1,1,2,2,2,6,1.12,1,2,1
"3072",76628,1,2,2,2,2,2,1,2,2,4,0.65,1,2,1
"3073",76629,1,2,2,2,2,2,2,2,2,8,2.43,3,NA,NA
"3074",76630,1,2,2,2,2,2,2,2,2,3,1.03,1,2,1
"3075",76631,2,2,1,2,2,2,2,1,2,10,5,3,1,NA
"3076",76632,1,2,2,2,2,2,2,2,2,8,3.09,3,NA,NA
"3077",76633,1,2,1,2,1,2,2,2,2,12,5,3,NA,NA
"3078",76634,1,2,1,2,2,2,2,2,2,5,0.75,1,2,77
"3079",76635,1,2,2,2,2,2,2,1,2,10,4.64,3,NA,NA
"3080",76636,1,1,2,2,2,2,2,2,2,1,0.23,1,2,1
"3081",76637,1,2,2,2,2,2,2,2,1,7,1.82,2,2,1
"3082",76638,1,1,2,2,2,2,2,2,2,6,2.61,3,NA,NA
"3083",76639,1,2,2,2,2,1,2,2,2,2,0.24,1,2,1
"3084",76640,1,2,1,2,2,1,1,2,2,5,0.76,1,2,1
"3085",76641,1,2,2,2,2,2,2,2,2,4,0.7,1,2,4
"3086",76642,1,2,2,2,2,2,2,1,2,9,2.52,3,NA,NA
"3087",76643,1,2,2,1,1,2,2,2,1,12,3.65,3,NA,NA
"3088",76644,1,2,2,2,2,2,1,2,2,3,0.52,1,2,1
"3089",76645,1,2,2,2,2,2,2,2,2,7,3.34,3,NA,NA
"3090",76646,2,2,2,2,2,2,2,2,2,8,2.59,3,2,3
"3091",76647,1,2,1,2,2,1,2,2,1,2,0.66,1,2,1
"3092",76648,1,2,1,2,1,2,2,2,2,99,NA,3,1,NA
"3093",76649,1,2,2,2,2,2,2,2,2,2,0.41,1,2,1
"3094",76650,1,1,1,2,2,2,2,2,2,7,0.97,1,2,1
"3095",76651,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"3096",76652,1,2,2,2,2,2,2,2,2,7,1.38,2,1,NA
"3097",76653,1,1,1,2,2,2,2,1,2,77,NA,2,1,NA
"3098",76654,1,1,2,2,1,2,2,1,2,10,4.49,3,NA,NA
"3099",76655,2,2,1,1,2,2,2,2,2,2,0.67,1,2,1
"3100",76656,1,2,2,2,2,2,2,2,2,9,2.91,3,NA,NA
"3101",76657,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
"3102",76658,1,2,2,2,2,2,1,2,2,2,0.24,1,2,1
"3103",76659,1,2,2,2,2,2,2,2,2,77,NA,3,7,NA
"3104",76660,2,2,1,2,2,2,2,2,2,3,1.03,1,2,1
"3105",76661,1,2,2,2,2,2,2,2,1,12,5,3,NA,NA
"3106",76662,1,2,2,2,2,1,2,2,2,4,0.65,1,2,1
"3107",76663,2,2,1,2,2,2,2,2,1,3,0.7,1,2,77
"3108",76664,1,2,2,2,2,2,2,1,2,5,1.11,1,NA,NA
"3109",76665,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"3110",76666,2,2,1,2,1,2,2,2,2,3,0.68,1,2,1
"3111",76667,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"3112",76668,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"3113",76669,1,2,1,2,2,2,2,2,1,6,0.78,1,1,NA
"3114",76670,1,1,2,2,2,2,2,2,2,8,4.18,3,NA,NA
"3115",76671,1,2,2,2,2,2,2,2,2,11,3.04,3,NA,NA
"3116",76672,1,2,1,2,2,2,2,2,1,5,1.21,1,2,1
"3117",76673,2,2,1,2,1,2,2,1,2,11,5,3,NA,NA
"3118",76674,2,2,1,1,2,1,2,2,2,5,0.64,1,2,1
"3119",76675,1,1,2,2,2,2,2,2,2,11,3.52,3,NA,NA
"3120",76676,1,2,1,2,2,2,2,2,2,7,1.03,1,2,4
"3121",76677,1,2,2,2,2,2,2,2,2,7,1.29,1,2,1
"3122",76678,2,1,2,1,2,2,2,2,2,99,NA,9,2,1
"3123",76679,2,2,1,2,2,2,2,2,2,4,1.69,2,1,NA
"3124",76680,1,2,2,2,2,2,2,2,2,12,3.87,3,NA,NA
"3125",76681,1,2,2,2,2,2,2,2,2,77,NA,1,2,1
"3126",76682,1,2,2,2,1,2,1,2,2,77,NA,3,2,1
"3127",76683,1,2,2,2,2,2,2,2,2,6,1.41,2,2,1
"3128",76684,1,1,2,2,2,2,2,1,2,5,2.09,3,NA,NA
"3129",76685,1,2,2,2,2,2,2,2,1,11,3.05,3,NA,NA
"3130",76686,1,2,2,2,2,2,2,2,2,99,NA,9,2,1
"3131",76687,2,2,1,1,1,2,2,1,1,77,NA,3,NA,NA
"3132",76688,2,2,1,2,1,2,2,1,2,7,3.66,3,NA,NA
"3133",76689,1,2,1,2,2,2,2,2,2,6,2.19,3,NA,NA
"3134",76690,1,2,1,2,1,2,2,2,2,99,NA,3,1,NA
"3135",76691,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA
"3136",76692,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"3137",76693,1,2,2,2,2,1,2,2,2,3,0.4,1,2,1
"3138",76694,1,2,2,2,2,2,2,2,1,7,1.78,2,2,1
"3139",76695,2,2,1,2,2,2,2,1,2,4,1.34,2,1,NA
"3140",76696,2,2,2,1,2,1,2,2,2,1,0.08,1,2,1
"3141",76697,1,2,2,2,2,2,2,2,2,6,1.41,2,1,NA
"3142",76698,1,2,1,2,1,1,2,2,2,8,1.54,2,2,4
"3143",76699,1,2,2,2,2,2,2,2,1,6,1.7,2,7,NA
"3144",76700,1,2,2,2,2,2,2,2,2,4,0.8,1,2,2
"3145",76701,1,1,2,2,2,2,2,2,1,7,1.29,1,2,1
"3146",76702,2,2,2,2,2,2,2,2,1,4,1.54,2,2,1
"3147",76703,1,2,2,2,2,2,2,2,2,5,2.06,3,NA,NA
"3148",76704,1,2,2,1,2,2,2,2,2,2,0.72,1,7,NA
"3149",76705,1,1,2,2,2,2,2,2,2,77,NA,3,2,1
"3150",76706,1,2,2,2,2,1,1,2,2,2,0.73,1,2,1
"3151",76707,1,2,2,2,2,2,2,2,2,3,0.93,1,2,1
"3152",76708,1,2,2,2,2,2,2,2,2,5,2.12,3,2,4
"3153",76709,2,2,2,2,2,2,2,2,2,6,1.91,3,2,2
"3154",76710,1,2,2,2,2,2,2,2,2,11,4.79,3,NA,NA
"3155",76711,2,1,2,2,2,2,2,1,2,12,5,3,NA,NA
"3156",76712,1,2,2,2,2,2,2,2,2,10,4.64,3,NA,NA
"3157",76713,1,2,2,2,2,2,2,2,2,2,0.43,1,2,4
"3158",76714,2,2,1,1,2,1,2,2,2,5,0.64,1,2,1
"3159",76715,1,2,1,1,1,2,2,1,2,7,2.79,3,1,NA
"3160",76716,1,2,1,2,2,2,2,2,2,5,1.04,1,2,77
"3161",76717,1,2,2,2,2,2,2,2,2,11,2.47,3,NA,NA
"3162",76718,1,2,2,2,2,2,2,2,2,1,0,1,2,1
"3163",76719,1,2,2,2,2,2,2,2,1,8,1.72,2,2,4
"3164",76720,1,2,2,1,2,2,2,2,2,5,1.02,1,2,3
"3165",76721,2,2,2,2,2,2,2,2,1,6,0.9,1,2,1
"3166",76722,2,2,1,2,1,2,2,1,2,12,5,3,NA,NA
"3167",76723,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
"3168",76724,1,1,2,2,2,2,2,2,2,6,1.52,2,2,1
"3169",76725,1,2,2,2,2,2,2,2,2,77,NA,3,7,NA
"3170",76726,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"3171",76727,1,2,2,2,2,2,2,2,2,11,4.92,3,NA,NA
"3172",76728,1,2,2,2,2,2,2,2,1,6,1.3,1,2,1
"3173",76729,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"3174",76730,1,2,2,2,1,2,2,2,2,4,1.16,1,2,1
"3175",76731,1,2,2,2,2,2,2,2,2,7,1.84,2,NA,NA
"3176",76732,1,2,2,1,2,2,2,2,2,11,3.31,3,NA,NA
"3177",76733,2,2,1,2,1,2,2,2,2,7,2.71,3,NA,NA
"3178",76734,2,2,1,2,2,2,2,1,2,7,2.29,3,NA,NA
"3179",76735,2,2,1,1,2,2,1,2,2,3,0.61,1,2,1
"3180",76736,1,2,2,2,2,2,2,2,2,11,5,3,NA,NA
"3181",76737,1,2,2,2,1,2,2,2,2,8,2.73,3,NA,NA
"3182",76738,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
"3183",76739,2,2,1,2,1,2,2,2,2,4,1.65,2,2,1
"3184",76740,1,1,2,2,2,2,2,1,1,11,3.77,3,NA,NA
"3185",76741,1,2,1,2,2,2,2,2,2,3,0.93,1,2,1
"3186",76742,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"3187",76743,1,2,2,2,2,2,2,2,1,7,1.78,2,2,1
"3188",76744,1,2,2,2,2,2,2,2,2,9,2.18,3,NA,NA
"3189",76745,1,2,1,2,2,2,2,2,2,2,0.62,1,2,1
"3190",76746,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
"3191",76747,2,2,1,2,2,2,2,2,2,3,1.21,1,2,1
"3192",76748,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
"3193",76749,1,2,2,2,2,2,2,2,2,6,0.83,1,2,1
"3194",76750,1,2,2,2,2,2,2,2,2,3,0.46,1,2,1
"3195",76751,1,2,2,2,2,2,2,1,2,9,3.07,3,NA,NA
"3196",76752,1,2,2,2,2,2,1,2,2,99,NA,1,2,1
"3197",76753,1,1,1,2,2,2,2,2,2,10,2.06,3,NA,NA
"3198",76754,2,2,2,2,1,2,2,1,2,99,NA,3,NA,NA
"3199",76755,1,2,1,2,2,2,2,1,2,11,2.66,3,NA,NA
"3200",76756,1,1,2,2,2,2,2,2,2,3,0.93,1,2,1
"3201",76757,2,2,1,2,1,2,2,2,2,6,1.33,2,1,NA
"3202",76758,1,2,1,2,2,9,2,2,1,10,3.38,3,2,1
"3203",76759,1,1,2,2,2,2,2,2,2,7,1.78,2,NA,NA
"3204",76760,1,1,1,1,2,2,2,2,2,6,0.68,1,2,1
"3205",76761,1,1,2,2,2,2,1,2,2,4,0.57,1,2,1
"3206",76762,1,2,2,2,2,2,2,2,2,8,1.74,2,2,1
"3207",76763,1,2,2,2,2,2,2,2,1,10,3.69,3,NA,NA
"3208",76764,1,1,2,2,2,2,2,2,2,12,5,3,NA,NA
"3209",76765,1,2,1,2,2,1,2,2,2,6,0.69,1,2,1
"3210",76766,1,2,2,2,2,2,2,2,2,4,0.92,1,2,1
"3211",76767,1,2,2,2,2,2,2,2,2,99,NA,3,NA,NA
"3212",76768,1,2,2,2,2,2,1,2,2,3,0.49,1,2,1
"3213",76769,1,2,2,2,2,2,2,2,2,6,1.12,1,2,1
"3214",76770,1,2,2,2,2,2,2,2,2,6,0.73,1,2,1
"3215",76771,7,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
"3216",76772,1,1,2,2,2,2,2,2,1,6,1.54,2,2,1
"3217",76773,2,2,1,1,2,1,2,2,2,2,0.73,1,2,1
"3218",76774,1,2,2,2,2,2,2,2,2,8,1.74,2,2,1
"3219",76775,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"3220",76776,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
"3221",76777,1,2,2,2,2,2,2,2,2,12,4.53,3,NA,NA
"3222",76778,1,2,2,2,2,2,2,2,2,9,2.55,3,NA,NA
"3223",76779,1,2,1,2,2,2,2,2,2,3,0.61,1,2,1
"3224",76780,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
"3225",76781,2,1,2,2,2,2,2,2,2,1,0.03,1,2,1
"3226",76782,1,2,2,2,2,2,2,2,2,7,1.78,2,2,1
"3227",76783,1,2,2,2,2,2,2,2,2,4,0.97,1,2,1
"3228",76784,2,2,2,2,2,2,1,2,2,6,1.51,2,2,1
"3229",76785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3230",76786,1,2,2,2,2,2,2,2,1,6,1.7,2,NA,NA
"3231",76787,1,2,2,2,2,2,2,2,2,11,3.57,3,NA,NA
"3232",76788,1,1,2,2,2,2,2,2,2,6,1.09,1,2,1
"3233",76789,2,2,1,2,1,2,2,2,2,12,5,3,NA,NA
"3234",76790,1,2,2,2,2,2,2,2,1,1,0,1,2,1
"3235",76791,1,2,1,2,2,2,2,2,1,8,2.11,3,NA,NA
"3236",76792,2,1,1,2,2,2,2,2,2,99,NA,9,2,1
"3237",76793,1,2,1,2,2,1,2,2,2,7,1.81,2,NA,NA
"3238",76794,1,2,2,2,2,2,2,2,2,6,1.91,3,7,NA
"3239",76795,1,2,1,1,2,2,2,2,2,4,0.69,1,2,1
"3240",76796,1,2,2,2,2,2,2,2,2,8,1.87,3,2,1
"3241",76797,2,1,2,2,2,2,2,2,2,3,0.61,1,2,1
"3242",76798,1,2,2,2,2,2,2,2,2,7,2.36,3,NA,NA
"3243",76799,1,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA
"3244",76800,1,2,2,2,2,2,2,2,2,4,0.66,1,2,1
"3245",76801,1,2,2,2,2,2,2,1,2,11,5,3,NA,NA
"3246",76802,1,1,2,2,2,2,2,2,2,1,0.15,1,2,1
"3247",76803,1,2,2,2,2,2,2,2,2,7,1.14,1,2,3
"3248",76804,1,1,2,2,2,1,2,2,2,10,2.61,3,NA,NA
"3249",76805,1,2,1,2,1,2,2,1,2,8,2.9,3,NA,NA
